Title,Abstract,PMID,PMCID,DOI,Cited Number,journal_title,Journal_id,impact_factor,relevance_score,cited_Normalized,impact_Normalized,final_score
"Brain aging, Alzheimer's disease, and the role of stem cells in primate comparative studies","Alzheimer's disease (AD) is a progressive neurodegenerative disease that is ultimately fatal. Currently, millions of Americans are living with AD, and this number is predicted to grow with increases in the aging population. Interestingly, despite the prevalence of AD in human populations, the full AD phenotype has not been observed in any nonhuman primate (NHP) species, and it has been suggested that NHPs are immune to neurodegenerative diseases such as AD. Here, we review the typical age-related changes and pathologies in humans along with the neuropathologic changes associated with AD, and we place this information in the context of the comparative neuropathology of NHPs. We further propose the use of induced pluripotent stem cell technology as a way of addressing initial molecular processes and changes that occur in neurons and glia (in both humans and NHPs) when exposed to AD-inducing pathology prior to cell death.",35929189,,10.1002/cne.25394,2,The Journal of comparative neurology,0406041,0.0,0.18242552876472473,0.2809364548494983,0.18729096989966554,0.1656426082287345
The Gut Microbiota and Alzheimer's Disease,"The gut microbiota comprises a complex community of microorganism species that resides in our gastrointestinal ecosystem and whose alterations influence not only various gut disorders but also central nervous system disorders such as Alzheimer's disease (AD). AD, the most common form of dementia, is a neurodegenerative disorder associated with impaired cognition and cerebral accumulation of amyloid-Î² peptides (AÎ²). Most notably, the microbiota-gut-brain axis is a bidirectional communication system that is not fully understood, but includes neural, immune, endocrine, and metabolic pathways. Studies in germ-free animals and in animals exposed to pathogenic microbial infections, antibiotics, probiotics, or fecal microbiota transplantation suggest a role for the gut microbiota in host cognition or AD-related pathogenesis. The increased permeability of the gut and blood-brain barrier induced by microbiota dysbiosis may mediate or affect AD pathogenesis and other neurodegenerative disorders, especially those associated with aging. In addition, bacteria populating the gut microbiota can secrete large amounts of amyloids and lipopolysaccharides, which might contribute to the modulation of signaling pathways and the production of proinflammatory cytokines associated with the pathogenesis of AD. Moreover, imbalances in the gut microbiota can induce inflammation that is associated with the pathogenesis of obesity, type 2 diabetes mellitus, and AD. The purpose of this review is to summarize and discuss the current findings that may elucidate the role of the gut microbiota in the development of AD. Understanding the underlying mechanisms may provide new insights into novel therapeutic strategies for AD.",28372330,,10.3233/JAD-161141,322,Journal of Alzheimer's disease : JAD,9814863,4.16,0.18227991461753845,0.9832775919732442,0.43478260869565216,1.1380234671651719
Role of Autophagy and Mitophagy in Neurodegenerative Disorders,"Autophagy is a self-destructive cellular process that removes essential metabolites and waste from inside the cell to maintain cellular health. Mitophagy is the process by which autophagy causes disruption inside mitochondria and the total removal of damaged or stressed mitochondria, hence enhancing cellular health. The mitochondria are the powerhouses of the cell, performing essential functions such as ATP (adenosine triphosphate) generation, metabolism, Ca2+buffering, and signal transduction. Many different mechanisms, including endosomal and autophagosomal transport, bring these substrates to lysosomes for processing. Autophagy and endocytic processes each have distinct compartments, and they interact dynamically with one another to complete digestion. Since mitophagy is essential for maintaining cellular health and using genetics, cell biology, and proteomics techniques, it is necessary to understand its beginning, particularly in ubiquitin and receptor-dependent signalling in injured mitochondria. Despite their similar symptoms and emerging genetic foundations, Alzheimer's disease (AD), Parkinson's disease (PD), Huntington's disease (HD), and amyotrophic lateral sclerosis (ALS) have all been linked to abnormalities in autophagy and endolysosomal pathways associated with neuronal dysfunction. Mitophagy is responsible for normal mitochondrial turnover and, under certain physiological or pathological situations, may drive the elimination of faulty mitochondria. Due to their high energy requirements and post-mitotic origin, neurons are especially susceptible to autophagic and mitochondrial malfunction. This article focused on the importance of autophagy and mitophagy in neurodegenerative illnesses and how they might be used to create novel therapeutic approaches for treating a wide range of neurological disorders.",36974405,,10.2174/1871527322666230327092855,1,CNS & neurological disorders drug targets,101269155,2.824,0.18227991461753845,0.20066889632107024,0.2508361204013378,0.714301728034737
Neuroinflammation in Alzheimer's Disease: Current Progress in Molecular Signaling and Therapeutics,"Alzheimer's disease, a neurodegenerative disease with amyloid beta accumulation as a major hallmark, has become a dire global health concern as there is a lack of clear understanding of the causative agent. It is a major cause of dementia which is increasing exponentially with age. Alzheimer's disease is marked by tau hyperphosphorylation and amyloid beta accumulation that robs people of their memories. Amyloid beta deposition initiated a spectrum of microglia-activated neuroinflammation, and microglia and astrocyte activation elicited expressions of various inflammatory and anti-inflammatory cytokines. Neuroinflammation is one of the cardinal features of Alzheimer's disease. Pro-inflammatory cytokine signaling plays multifarious roles in neurodegeneration and neuroprotection. Induction of proinflammatory signaling leads to discharge of immune mediators which affect functions of neurons and cause cell death. Sluggish anti-inflammatory system also contributes to neuroinflammation. Numerous pathways like NFÎºB, p38 MAPK, Akt/mTOR, caspase, nitric oxide, and COX are involved in triggering brain immune cells like astrocytes and microglia to secrete inflammatory cytokines such as tumor necrosis factor, interleukins, and chemokines and participate in Alzheimer's disease pathology. PPAR-Î³ agonists tend to boost the phagocytosis of amyloid beta and decrease the inflammatory cytokine IL-1Î². Recent findings suggest the cross-link between gut microbiota and neuroinflammation contributing in AD which has been explained in this study. The role of cellular, molecular pathways and involvement of inflammatory mediators in neuroinflammation has also been described; targeting them could be a potential therapeutic strategy for treatment of AD.",35986874,,10.1007/s10753-022-01721-1,46,Inflammation,7600105,4.657,0.18198898434638977,0.8929765886287625,0.48494983277591974,1.2191887083335864
Functional Connectivity in Neurodegenerative Disorders: Alzheimer's Disease and Frontotemporal Dementia,"Neurodegenerative disorders are a growing cause of morbidity and mortality worldwide. Onset is typically insidious and clinical symptoms of behavioral change, memory loss, or cognitive dysfunction may not be evident early in the disease process. Efforts have been made to discover biomarkers that allow for earlier diagnosis of neurodegenerative disorders, to initiate treatment that may slow the course of clinical deterioration. Neuronal dysfunction occurs earlier than clinical symptoms manifest. Thus, assessment of neuronal function using functional brain imaging has been examined as a potential biomarker. While most early studies used task-functional magnetic resonance imaging (fMRI), with the more recent technique of resting-state fMRI, ""intrinsic"" relationships between brain regions or brain networks have been studied in greater detail in neurodegenerative disorders. In Alzheimer's disease, the most common neurodegenerative disorder, and frontotemporal dementia, another of the common dementias, specific brain networks may be particularly susceptible to dysfunction. In this review, we highlight the major findings of functional connectivity assessed by resting state fMRI in Alzheimer's disease and frontotemporal dementia.",31794504,,10.1097/RMR.0000000000000223,17,Topics in magnetic resonance imaging : TMRI,8913523,0.0,0.18169839680194855,0.6655518394648829,0.19063545150501673,0.24212940597414573
Proteomics of neurodegenerative diseases: analysis of human post-mortem brain,"Dementias are prevalent brain disorders in the aged population. Dementias pose major socio-medical burden, but currently there is no cure available. Novel proteomics approaches hold promise to identify alterations of the brain proteome that could provide clues on disease etiology, and identify candidate proteins to develop further as a biomarker. In this review, we focus on recent proteomics findings from brains affected with Alzheimer's Disease, Parkinson Disease Dementia, Frontotemporal Dementia, and Amyotrophic Lateral Sclerosis. These studies confirmed known cellular changes, and in addition identified novel proteins that may underlie distinct aspects of the diseases. This article is part of the special issue ""Proteomics"".",30289976,PMC6899881,10.1111/jnc.14603,25,Journal of neurochemistry,2985190R,0.0,0.18126320838928223,0.7558528428093646,0.1939799331103679,0.25992849359544223
Role of the Insulin-like Growth Factor System in Neurodegenerative Disease,"The insulin-like growth factor (IGF) system has paracrine and endocrine roles in the central nervous system. There is evidence that IGF signalling pathways have roles in the pathophysiology of neurodegenerative disease. This review focusses on Alzheimer's disease and Parkinson's disease, the two most common neurodegenerative disorders that are increasing in prevalence globally in relation to the aging population and the increasing prevalence of obesity and type 2 diabetes. Rodent models used in the study of the molecular pathways involved in neurodegeneration are described. However, currently, no animal model fully replicates these diseases. Mice with triple mutations inAPP,PSENandMAPTshow promise as models for the testing of novel Alzheimer's therapies. While a causal relationship is not proven, the fact that age, obesity and T2D are risk factors in both strengthens the case for the involvement of the IGF system in these disorders. The IGF system is an attractive target for new approaches to management; however, there are gaps in our understanding that first need to be addressed. These include a focus beyond IGF-I on other members of the IGF system, including IGF-II, IGF-binding proteins and the type 2 IGF receptor.",38674097,PMC11049992,10.3390/ijms25084512,0,International journal of molecular sciences,101092791,6.208,0.18111833930015564,0.11705685618729098,0.705685618729097,1.3736823748175515
Brain metabolism as a modulator of autophagy in neurodegeneration,"Emerging evidence that autophagy serves as a sweeper for toxic materials in the brain gives us new insight into the pathophysiology of neurodegenerative diseases. Autophagy is important for maintaining cellular homeostasis associated with metabolism. Some neurodegenerative diseases such as Alzheimer×³s and Parkinson×³s diseases are accompanied by altered metabolism and autophagy in the brain. In this review, we discuss how hormones and nutrients regulate autophagy in the brain and affect neurodegeneration. This article is part of a Special Issue entitled SI:Autophagy.",26970520,,10.1016/j.brainres.2016.02.049,9,Brain research,0045503,0.0,0.18082883954048157,0.5150501672240803,0.19732441471571907,0.21150733716910503
Cell models for Alzheimer's and Parkinson's disease: At the interface of biology and drug discovery,"Neurodegenerative diseases are severely debilitating conditions characterized primarily by progressive neuronal loss and impairment of the nervous system. Alzheimer's and Parkinson's diseases are the most common neurodegenerative disorders, and their impact is increasing as average life expectancy increases worldwide. Although the underlying mechanisms of both progressive diseases have been extensively studied, we still lack a comprehensive understanding of the molecular basis of both diseases. Current therapeutic options do not slow the progression of the diseases and only provide symptom relief. Cell models that resemble the characteristics of the disease in question are important in drug discovery projects because they provide information about the therapeutic benefits of drugs under development. Here, we review current in vitro cell models used to study the molecular basis of Alzheimer's and Parkinson's disease focusing on their potential for discovering of disease-modifying therapeutics to combat neurodegenerative diseases. We discuss phenotypic screening as an important approach for identifying novel therapeutic molecules. Advances in the development of cell-based assays for drug discovery are discussed, ranging from simple monoculture cell models to high-throughput three-dimensional cell models. Finally, we critically present the limitations of cell models and the caveats encountered in drug discovery to find effective treatment for neurodegenerative diseases.",36068783,,10.1016/j.biopha.2022.112924,12,Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,8213295,7.419,0.18025091290473938,0.5852842809364549,0.7725752508361204,1.7090074039301346
The Exceptional Vulnerability of Humans to Alzheimer's Disease,"Like many humans, non-human primates deposit copious misfolded AÎ² protein in the brain as they age. Nevertheless, the complete behavioral and pathologic phenotype of Alzheimer's disease, including AÎ² plaques, neurofibrillary (tau) tangles, and dementia, has not yet been identified in a non-human species. Recent research suggests that the crucial link between AÎ² aggregation and tauopathy is somehow disengaged in aged monkeys. Understanding why Alzheimer's disease fails to develop in species that are biologically proximal to humans could disclose new therapeutic targets in the chain of events leading to neurodegeneration and dementia.",28483344,PMC5521004,10.1016/j.molmed.2017.04.001,45,Trends in molecular medicine,100966035,15.272,0.1792430430650711,0.8862876254180602,0.9565217391304348,3.339203350922655
Determinants of approved acetylcholinesterase inhibitor response outcomes in Alzheimer's disease: relevance for precision medicine in neurodegenerative diseases,"Acetylcholinesterase inhibitors (ChEI) are the global standard of care for the symptomatic treatment of Alzheimer's disease (AD) and show significant positive effects in neurodegenerative diseases with cognitive and behavioral symptoms. Although experimental and large-scale clinical evidence indicates the potential long-term efficacy of ChEI, primary outcomes are generally heterogeneous across outpatient clinics and regional healthcare systems. Sub-optimal dosing or slow tapering, heterogeneous guidelines about the timing for therapy initiation (prodromal versus dementia stages), healthcare providers' ambivalence to treatment, lack of disease awareness, delayed medical consultation, prescription of ChEI in non-AD cognitive disorders, contribute to the negative outcomes. We present an evidence-based overview of determinants, spanning genetic, molecular, and large-scale networks, involved in the response to ChEI in patients with AD and other neurodegenerative diseases. A comprehensive understanding of cerebral and retinal cholinergic system dysfunctions along with ChEI response predictors in AD is crucial since disease-modifying therapies will frequently be prescribed in combination with ChEI. Therapeutic algorithms tailored to genetic, biological, clinical (endo)phenotypes, and disease stages will help leverage inter-drug synergy and attain optimal combined response outcomes, in line with the precision medicine model.",36526257,,10.1016/j.arr.2022.101819,6,Ageing research reviews,101128963,11.788,0.1790994256734848,0.4214046822742475,0.9331103678929766,2.5493405918589405
ETHICAL AND GENETIC ASPECTS REGARDING PRESYMPTOMATIC TESTING FOR NEURODEGENERATIVE DISEASES,"Neurodegenerative diseases, such as Alzheimer's dementia, Huntington's chorea, Parkinson's disease or spinocerebellar ataxia, manifests into adulthood with an insidious onset, slowly of progressive symptoms. All of these diseases are characterized by presimptomatic stages that preceded with many years of clinical debut. In Parkinson's disease, more than half of the dopaminergic neurons of the black substance are lost before the advent of motor characteristic manifestations. In Huntington's chorea, the progressive neurodegenerative disease could be diagnose prenatal and presymptomatic by analyse of the number of CAG repeats in exon 1 of the huntingtin gene. A similar mechanism represented by expansion of trinucleotide repeats during hereditary transmission from parents to children was identified in fragile X syndrome, spinocerebellar ataxia, spinal muscular and bulbar atrophy, or myotonic dystrophy. Presymptomatic diagnosis in all these progressive diseases raise many ethical issues, due to the psychological impact that can cause the prediction of a disease for which there is currently no curative treatment. Therefore, a positive result can produce serious psychological trauma and major changes in the lifestyle of the individual, instead, a negative result can bring joy and tranquillity. But the problem arises if presymptomatic testing in these neurodegenerative diseases brings greater benefits compared to the possible psychological damage, which can add the risk of stigmatization or discrimination.",27125067,,,2,Revista medico-chirurgicala a Societatii de Medici si Naturalisti din Iasi,0413735,0.0,0.17895588278770447,0.2842809364548495,0.20066889632107024,0.1642297169635926
Glial Cells - The Key Elements of AlzheimerÂ´s Disease,"Alzheimer's disease (AD) is a complex neurodegenerative disorder with major clinical hallmarks of memory loss, dementia, and cognitive impairment. Besides the extensive neuron-oriented research, an increasing body of evidence suggests that glial cells, namely astrocytes, microglia, NG2 glia and oligodendrocytes, may play an important role in the pathogenesis of this disease. In the first part of this review, AD pathophysiology in humans is briefly described and compared with disease progression in routinely used animal models. The relevance of findings obtained in animal models of AD is also discussed with respect to AD pathology in humans. Further, this review summarizes recent findings regarding the role/participation of glial cells in pathogenesis of AD, focusing on changes in their morphology, functions, proteins and gene expression profiles. As for astrocytes and microglia, they are fundamental for the progression and outcome of AD either because they function as effector cells releasing cytokines that play a role in neuroprotection, or because they fail to fulfill their homeostatic functions, ultimately leaving neurons to face excitotoxicity and oxidative stress. Next, we turn our attention towards NG2 glia, a novel and distinct class of glial cells in the central nervous system (CNS), whose role in a variety of human CNS diseases has begun to emerge, and we also consider the participation of oligodendrocytes in the pathogenesis and progression of AD. Since AD is currently an incurable disease, in the last part of our review we hypothesize about possible glia-oriented treatments and provide a perspective of possible future advancements in this field.",26825092,,10.2174/1567205013666160129095924,50,Current Alzheimer research,101208441,3.04,0.17852582037448883,0.8963210702341137,0.2909698996655518,0.894379706271516
Feature Extraction and Identification of Alzheimer's Disease based on Latent Factor of Multi-Channel EEG,"Alzheimer's disease is a neurodegenerative disease in old age, early diagnosis will help to delay the progression of the disease. Presently, the features of brain functional diseases can be obtained with EEG analysis, but the relationship between characteristics of EEG and Alzheimer's disease has not been clearly clarified. In this work, we hypothesize that there exist default brain variables (latent factors) across subjects in disease processes, decoding latent factor from brain activity contributes to the study of cognitive impairment. To that end, this work proposes to extract characteristics of Alzheimer's disease by combing latent factors of EEG with variational auto-encoder to realize disease identification. Primarily, power spectrum characteristics is investigated and it is found that the dominant frequency of two groups is different. Further analysis reveals that latent factor distribution of Alzheimer's disease exists obvious differences with normal group in the theta frequency band. Moreover, the latent factors are projected onto the three-dimensional state space and the transient rotation of neural state is found, which shows the dynamic characteristics of latent factors. In addition, Takagi-Sugeno-Kang classifier is adopted and multiple latent factors are fed into Takagi-Sugeno-Kang classifier for decoding. Compared with linear classifier, Takagi-Sugeno-Kang fuzzy classifier has better performance in classification of energy feature from sub-frequency bands of latent factors. The accuracy of identification could up to 98.10% when the combination of energy features of four frequency bands is used as model input. Collectively, this work provides a feasible tool for identification of neurological dysfunction from the view of latent factors, especially contributing to the diagnosis of Alzheimer's disease.",34329166,,10.1109/TNSRE.2021.3101240,6,IEEE transactions on neural systems and rehabilitation engineering : a,101097023,4.528,0.17838266491889954,0.42474916387959866,0.4782608695652174,1.0975794317272594
"Links between COVID-19 and Parkinson's disease/Alzheimer's disease: reciprocal impacts, medical care strategies and underlying mechanisms","The impact of coronavirus disease 2019 (COVID-19) pandemic on patients with neurodegenerative diseases and the specific neurological manifestations of COVID-19 have aroused great interest. However, there are still many issues of concern to be clarified. Therefore, we review the current literature on the complex relationship between COVID-19 and neurodegenerative diseases with an emphasis on Parkinson's disease (PD) and Alzheimer's disease (AD). We summarize the impact of COVID-19 infection on symptom severity, disease progression, and mortality rate of PD and AD, and discuss whether COVID-19 infection could trigger PD and AD. In addition, the susceptibility to and the prognosis of COVID-19 in PD patients and AD patients are also included. In order to achieve better management of PD and AD patients, modifications of care strategies, specific drug therapies, and vaccines during the pandemic are also listed. At last, mechanisms underlying the link of COVID-19 with PD and AD are reviewed.",36717892,PMC9885419,10.1186/s40035-023-00337-1,6,Translational neurodegeneration,101591861,9.883,0.17766813933849335,0.4280936454849498,0.8963210702341137,2.168819612700086
"A life-course and multifactorial approach to Alzheimer's disease: Implications for research, clinical assessment and intervention practices","According to the dominant biomedical view, Alzheimer's disease (AD) has a precise, necessary and unifying neurobiological cause, which distinguishes it from other neurodegenerative diseases and normal ageing. However, different types of evidence specifically lead to questioning the foundations of this essentialist and category-based approach to AD. It seems more and more evident that AD represents a heterogeneous state, determined by multiple factors and mechanisms that interact and intervene throughout life. This other way of conceiving AD not only requires a change of research objectives, but also a profound modification of clinical assessment and intervention practices. It also appeals to follow the path of prevention.",27353414,,10.1177/1471301216657270,3,"Dementia (London, England)",101128698,2.624,0.17752550542354584,0.33444816053511706,0.23745819397993312,0.698204935361151
Don't forget astrocytes when targeting Alzheimer's disease,"Astrocytes are essential for CNS health, regulating homeostasis, metabolism, and synaptic transmission. In addition to these and many other physiological roles, the pathological impact of astrocytes (""reactive astrocytes"") in acute trauma and chronic disease like Alzheimer's disease (AD) is well established. Growing evidence supports a fundamental and active role of astrocytes in multiple neurodegenerative diseases. With a growing interest in normal astrocyte biology, and countless studies on changes in astrocyte function in the context of disease, it may be a surprise that no therapies exist incorporating astrocytes as key targets. Here, we examine unintentional effects of current AD therapies on astrocyte function and theorize how astrocytes may be intentionally targeted for more efficacious therapeutic outcomes. Given their integral role in normal neuronal functioning, incorporating astrocytes as key criteria for AD drug development can only lead to more effective therapies for the millions of AD sufferers worldwide. LINKED ARTICLES: This article is part of a themed section on Therapeutics for Dementia and Alzheimer's Disease: New Directions for Precision Medicine. To view the other articles in this section visit http://onlinelibrary.wiley.com/doi/10.1111/bph.v176.18/issuetoc.",30636042,PMC6715613,10.1111/bph.14568,26,British journal of pharmacology,7502536,9.473,0.17695587873458862,0.7658862876254181,0.8896321070234113,2.1539507847658372
Common therapeutic strategies for prion and Alzheimer's diseases,"A number of unexpected pathophysiological connections linking different neurodegenerative diseases have emerged over the past decade. An example is provided by prion and Alzheimer's diseases. Despite being distinct pathologies, these disorders share several neurotoxic mechanisms, including accumulation of misfolded protein isoforms, stress of the protein synthesis machinery, and activation of a neurotoxic signaling mediated by the cellular prion protein. Here, in addition to reviewing these mechanisms, we will discuss the potential therapeutic interventions for prion and Alzheimer's diseases that are arising from the comprehension of their common neurodegenerative pathways.",27279060,,10.1515/hsz-2016-0190,3,Biological chemistry,9700112,4.7,0.17652960121631622,0.3377926421404682,0.4882943143812709,1.1134762891578833
Influence of Commensal Microbiota on the Enteric Nervous System and Its Role in Neurodegenerative Diseases,"When thinking about neurodegenerative diseases, the first symptoms that come to mind are loss of memory and learning capabilities, which all resemble hallmarks of manifestation of such diseases in the central nervous system (CNS). However, the gut comprises the largest nervous system outside the CNS that is autonomously active and in close interplay with its microbiota. Therefore, the enteric nervous system (ENS) might serve as an indicator of degenerative pathomechanisms that also affect the CNS. On the other hand, it might offer an entry point for devastating influences from the microbial community or - conversely - for therapeutic approaches via gut commensals. Within the last years, the ENS and gut microbiota therefore have sparked the interest of researchers of CNS diseases and we here report on recent findings and open questions, especially with regard to Alzheimer and Parkinson diseases.",29742516,PMC6757170,10.1159/000488629,29,Journal of innate immunity,101469471,7.111,0.17652960121631622,0.7892976588628763,0.7525083612040134,1.6859772925023648
Lipid and Lipid Raft Alteration in Aging and Neurodegenerative Diseases: A Window for the Development of New Biomarkers,"Lipids in the brain are major components playing structural functions as well as physiological roles in nerve cells, such as neural communication, neurogenesis, synaptic transmission, signal transduction, membrane compartmentalization, and regulation of gene expression. Determination of brain lipid composition may provide not only essential information about normal brain functioning, but also about changes with aging and diseases. Indeed, deregulations of specific lipid classes and lipid homeostasis have been demonstrated in neurodegenerative disorders such as Alzheimer's disease (AD) and Parkinson's disease (PD). Furthermore, recent studies have shown that membrane microdomains, named lipid rafts, may change their composition in correlation with neuronal impairment. Lipid rafts are key factors for signaling processes for cellular responses. Lipid alteration in these signaling platforms may correlate with abnormal protein distribution and aggregation, toxic cell signaling, and other neuropathological events related with these diseases. This review highlights the manner lipid changes in lipid rafts may participate in the modulation of neuropathological events related to AD and PD. Understanding and characterizing these changes may contribute to the development of novel and specific diagnostic and prognostic biomarkers in routinely clinical practice.",31382686,PMC6696273,10.3390/ijms20153810,68,International journal of molecular sciences,101092791,6.208,0.17624586820602417,0.939799331103679,0.7090301003344481,1.5353073871443503
The pathogenic effects of particulate matter on neurodegeneration: a review,"The increasing amount of particulate matter (PM) in the ambient air is a pressing public health issue globally. Epidemiological studies involving data from millions of patients or volunteers have associated PM with increased risk of dementia and Alzheimer's disease in the elderly and cognitive dysfunction and neurodegenerative pathology across all age groups, suggesting that PM may be a risk factor for neurodegenerative diseases. Neurodegenerative diseases affect an increasing population in this aging society, putting a heavy burden on economics and family. Therefore, understanding the mechanism by which PM contributes to neurodegeneration is essential to develop effective interventions. Evidence in human and animal studies suggested that PM induced neurodenegerative-like pathology including neurotoxicity, neuroinflammation, oxidative stress, and damage in blood-brain barrier and neurovascular units, which may contribute to the increased risk of neurodegeneration. Interestingly, antagonizing oxidative stress alleviated the neurotoxicity of PM, which may underlie the essential role of oxidative stress in PM's potential effect in neurodegeneration. This review summarized up-to-date epidemiological and experimental studies on the pathogenic role of PM in neurodegenerative diseases and discussed the possible underlying mechanisms.",35189880,PMC8862284,10.1186/s12929-022-00799-x,11,Journal of biomedical science,9421567,12.771,0.1761041283607483,0.5618729096989966,0.939799331103679,2.7722370589562484
Microglia in Alzheimer's disease: A target for immunotherapy,"Microglia are resident MÏs of the CNS that play pleiotropic functions in brain development and homeostasis. Impaired microglial functions are thought to be involved in the onset and progression of various neurodevelopmental and neurodegenerative diseases. Thus, understanding microglia in these settings may indicate new approaches for therapeutic intervention. Here, we review recent evidence implicating microglia in Alzheimer's disease and discuss potential therapeutic strategies targeting microglia and their receptors in this disease.",30725482,,10.1002/JLB.MR0818-319R,45,Journal of leukocyte biology,8405628,6.011,0.1761041283607483,0.8896321070234113,0.5986622073578596,1.4857888984211312
"Investigating the Spatial Associations Between Amyloid-Î² Deposition, Grey Matter Volume, and Neuroinflammation in Alzheimer's Disease","Background:It has been proposed that amyloid-Î² (AÎ²) plays a causal role in Alzheimer's disease (AD) by triggering a series of pathologic events-possibly including neuroinflammation-which culminate in progressive brain atrophy. However, the interplay between the two pathological molecular events and how both are associated with neurodegeneration is still unclear.Objective:We aimed to estimate the spatial inter-relationship between neurodegeneration, neuroinflammation and AÎ² deposition in a cohort of 20 mild AD patients and 17 healthy controls (HC).Methods:We resorted to magnetic resonance imaging to measure cortical atrophy, using the radiotracer 11C-PK11195 PET to measure neuroinflammation levels and 11C-PiB PET to assess AÎ² levels. Between-group comparisons were computed to explore AD-related changes in the three types of markers. To examine the effects of each one of the molecular pathologic mechanisms on neurodegeneration we computed: 1) ANCOVAs with the anatomic data, controlling for radiotracer uptake differences between groups and 2) voxel-based multiple regression analysis between-modalities. In addition, associations in anatomically defined regions of interests were also investigated.Results:We found significant differences between AD and controls in the levels of atrophy, neuroinflammation, and AÎ² deposition. Associations between AÎ² aggregation and brain atrophy were detected in AD in a widely distributed pattern, whereas associations between microglia activation and structural measures of neurodegeneration were restricted to few anatomically regions.Conclusion:In summary, AÎ² deposition, as opposed to neuroinflammation, was more associated with cortical atrophy, suggesting a prominent role of AÎ² in neurodegeneration at a mild stage of the AD.",33523050,PMC8075404,10.3233/JAD-200840,6,Journal of Alzheimer's disease : JAD,9814863,4.16,0.17582091689109802,0.431438127090301,0.43812709030100333,1.023780175552719
"[Heparan sulphates, amyloidosis and neurodegeneration]","Introduction:A number of neurodegenerative disorders have been linked directly to the accumulation of amyloid fibres. These fibres are made up of proteins or peptides with altered structures and which join together in vivo in association with heparan sulphate-type polysaccharides.Aims:To examine the most recent concepts in the biology of heparan sulphates and their role in the aggregation of the peptide Abeta, of tau protein, of alpha-synuclein and of prions. The study also seeks to analyse their implications in neurodegenerative disorders such as Alzheimer's and Parkinson's disease and prion diseases.Development:In vitro, heparan sulphates have played an important role in the process of oligomerisation and fibrillation of amyloidogenic proteins or peptides, in the stabilisation of these bodies and their resistance to proteolysis, thereby participating in the formation of a wide range of amyloid fibres. Heparan sulphates have also been related to the internalisation of pro-amyloid fibres during the process of intercellular propagation (spreading), which is considered to be crucial in the development of proteinopathies, the best example of which is Alzheimer's disease.Conclusion:This study suggests that the fine structures of heparan sulphates, their localisation in cells and tissues, together with their local concentration, may regulate the amyloidosis processes. The advances made in the understanding of this area of glyconeurobiology will make it possible to improve the understanding of the cell and molecular mechanisms underlying the neurodegenerative process.",29130469,,,1,Revista de neurologia,7706841,1.235,0.17525558173656464,0.2040133779264214,0.21739130434782608,0.39295602462722307
[The role of steroid hormones in the neurodegenerative diseases],"An increasing number of elders in a general population and longer life expectancy have a negative outcome in the growth of dissemination of neurodegenerative diseases (NDs). The NDs like Alzheimerâs disease (AD), Parkinsonâs disease (PD) and amyotrophic lateral sclerosis (ALS) show sex-dependent prevalence. It is considered that sex steroids could influence on the NDs occurrence. Epidemiological studies indicate that women suffer more frequently from AD, whereas men from PD and ALS. Research suggest neuroprotective effects of estrogens and confirm that factors reducing their level may have a contribution to a higher morbidity rate to NDs. Adverse effects of androgens on NDs have been noticed, however some data suggest their beneficial actions. Therefore, the understanding of the potential role of sex steroids and their receptors in the pathogenesis and course of NDs would contribute to broadening the knowledge of molecular mechanisms leading to NDs. Moreover effective prevention and treatment could be assessed in the future.",36649137,,10.18388/pb.2021_468,0,Postepy biochemii,0023525,0.0,0.1749734729528427,0.12040133779264214,0.2040133779264214,0.12906435133023406
A Promising Strategy to Treat Neurodegenerative Diseases by SIRT3 Activation,"SIRT3, the primary mitochondrial deacetylase, regulates the functions of mitochondrial proteins including metabolic enzymes and respiratory chain components. Although SIRT3's functions in peripheral tissues are well established, the significance of its downregulation in neurodegenerative diseases is beginning to emerge. SIRT3 plays a key role in brain energy metabolism and provides substrate flexibility to neurons. It also facilitates metabolic coupling between fuel substrate-producing tissues and fuel-consuming tissues. SIRT3 mediates the health benefits of lifestyle-based modifications such as calorie restriction and exercise. SIRT3 deficiency is associated with metabolic syndrome (MetS), a precondition for diseases including obesity, diabetes, and cardiovascular disease. The pure form of Alzheimer's disease (AD) is rare, and it has been reported to coexist with these diseases in aging populations. SIRT3 downregulation leads to mitochondrial dysfunction, neuroinflammation, and inflammation, potentially triggering factors of AD pathogenesis. Recent studies have also suggested that SIRT3 may act through multiple pathways to reduce plaque formation in the AD brain. In this review, we give an overview of SIRT3's roles in brain physiology and pathology and discuss several activators of SIRT3 that can be considered potential therapeutic agents for the treatment of dementia.",36675125,PMC9866791,10.3390/ijms24021615,1,International journal of molecular sciences,101092791,6.208,0.17441026866436005,0.20735785953177258,0.7123745819397993,1.3877177331049706
