Title,Abstract,PMID,PMCID,DOI,Cited Number
Long-read sequencing settings for efficient structural variation detection based on comprehensive evaluation,"Background:With the rapid development of long-read sequencing technologies, it is possible to reveal the full spectrum of genetic structural variation (SV). However, the expensive cost, finite read length and high sequencing error for long-read data greatly limit the widespread adoption of SV calling. Therefore, it is urgent to establish guidance concerning sequencing coverage, read length, and error rate to maintain high SV yields and to achieve the lowest cost simultaneously.Results:In this study, we generated a full range of simulated error-prone long-read datasets containing various sequencing settings and comprehensively evaluated the performance of SV calling with state-of-the-art long-read SV detection methods. The benchmark results demonstrate that almost all SV callers perform better when the long-read data reach 20× coverage, 20 kbp average read length, and approximately 10-7.5% or below 1% error rates. Furthermore, high sequencing coverage is the most influential factor in promoting SV calling, while it also directly determines the expensive costs.Conclusions:Based on the comprehensive evaluation results, we provide important guidelines for selecting long-read sequencing settings for efficient SV calling. We believe these recommended settings of long-read sequencing will have extraordinary guiding significance in cutting-edge genomic studies and clinical practices.",34772337,PMC8588741,10.1186/s12859-021-04422-y,10
Comparison of long-read methods for sequencing and assembly of a plant genome,"Background:Sequencing technologies have advanced to the point where it is possible to generate high-accuracy, haplotype-resolved, chromosome-scale assemblies. Several long-read sequencing technologies are available, and a growing number of algorithms have been developed to assemble the reads generated by those technologies. When starting a new genome project, it is therefore challenging to select the most cost-effective sequencing technology, as well as the most appropriate software for assembly and polishing. It is thus important to benchmark different approaches applied to the same sample.Results:Here, we report a comparison of 3 long-read sequencing technologies applied to the de novo assembly of a plant genome, Macadamia jansenii. We have generated sequencing data using Pacific Biosciences (Sequel I), Oxford Nanopore Technologies (PromethION), and BGI (single-tube Long Fragment Read) technologies for the same sample. Several assemblers were benchmarked in the assembly of Pacific Biosciences and Nanopore reads. Results obtained from combining long-read technologies or short-read and long-read technologies are also presented. The assemblies were compared for contiguity, base accuracy, and completeness, as well as sequencing costs and DNA material requirements.Conclusions:The 3 long-read technologies produced highly contiguous and complete genome assemblies of M. jansenii. At the time of sequencing, the cost associated with each method was significantly different, but continuous improvements in technologies have resulted in greater accuracy, increased throughput, and reduced costs. We propose updating this comparison regularly with reports on significant iterations of the sequencing technologies.",33347571,PMC7751402,10.1093/gigascience/giaa146,39
CRISPR-based enrichment strategies for targeted sequencing,"The ability to easily produce or procure sequencing data has expanded to be within the reach of most clinics and research laboratories, but the complexity of sequence analysis remains a hurdle for many scientists, and a decline in sequencing cost means that the generation of gratuitous information in a given experiment is a challenge that is more and more often being encountered. To address this issue, methods have been present, some dating to the advent of nucleic acid sequencing, for capturing, targeting, or otherwise enriching specific nucleic acids in order to obtain greater depth of reads from a small portion of sequences within a complex sample. However, many of these methods have been complicated and laborious, relying on the design of hundreds to thousands of oligonucleotide probes, fabrication of microarray chips, and long hybridization times. Here, we review these methods, their benefits and uses, and catalog and discuss the implications of a recent development that has enabled a more efficient and expanded set of tools for enriching nucleic acids - the application of CRISPR technology. This introduction and analysis of the capabilities of new CRISPR-based enrichment strategies shows that it has the potential to expand the scope of enrichment to new possibilities, including the coupling of DNA and RNA targeting with long-read, portable sequencing platforms. Moreover, there are several areas where CRISPR-enrichment is a logical next step to more powerful and simplified sequencing for applications such as diagnostics and environmental monitoring.",33253795,,10.1016/j.biotechadv.2020.107672,14
Computational methods for chromosome-scale haplotype reconstruction,"High-quality chromosome-scale haplotype sequences of diploid genomes, polyploid genomes, and metagenomes provide important insights into genetic variation associated with disease and biodiversity. However, whole-genome short read sequencing does not yield haplotype information spanning whole chromosomes directly. Computational assembly of shorter haplotype fragments is required for haplotype reconstruction, which can be challenging owing to limited fragment lengths and high haplotype and repeat variability across genomes. Recent advancements in long-read and chromosome-scale sequencing technologies, alongside computational innovations, are improving the reconstruction of haplotypes at the level of whole chromosomes. Here, we review recent and discuss methodological progress and perspectives in these areas.",33845884,PMC8040228,10.1186/s13059-021-02328-9,30
Advantages of genome sequencing by long-read sequencer using SMRT technology in medical area,"PacBio RS II is the first commercialized third-generation DNA sequencer able to sequence a single molecule DNA in real-time without amplification. PacBio RS II's sequencing technology is novel and unique, enabling the direct observation of DNA synthesis by DNA polymerase. PacBio RS II confers four major advantages compared to other sequencing technologies: long read lengths, high consensus accuracy, a low degree of bias, and simultaneous capability of epigenetic characterization. These advantages surmount the obstacle of sequencing genomic regions such as high/low G+C, tandem repeat, and interspersed repeat regions. Moreover, PacBio RS II is ideal for whole genome sequencing, targeted sequencing, complex population analysis, RNA sequencing, and epigenetics characterization. With PacBio RS II, we have sequenced and analyzed the genomes of many species, from viruses to humans. Herein, we summarize and review some of our key genome sequencing projects, including full-length viral sequencing, complete bacterial genome and almost-complete plant genome assemblies, and long amplicon sequencing of a disease-associated gene region. We believe that PacBio RS II is not only an effective tool for use in the basic biological sciences but also in the medical/clinical setting.",28364362,PMC5486853,10.1007/s13577-017-0168-8,69
2passtools: two-pass alignment using machine-learning-filtered splice junctions increases the accuracy of intron detection in long-read RNA sequencing,"Transcription of eukaryotic genomes involves complex alternative processing of RNAs. Sequencing of full-length RNAs using long reads reveals the true complexity of processing. However, the relatively high error rates of long-read sequencing technologies can reduce the accuracy of intron identification. Here we apply alignment metrics and machine-learning-derived sequence information to filter spurious splice junctions from long-read alignments and use the remaining junctions to guide realignment in a two-pass approach. This method, available in the software package 2passtools ( https://github.com/bartongroup/2passtools ), improves the accuracy of spliced alignment and transcriptome assembly for species both with and without existing high-quality annotations.",33648554,PMC7919322,10.1186/s13059-021-02296-0,9
Long-read sequencing of the zebrafish genome reorganizes genomic architecture,"Background:Nanopore sequencing technology has revolutionized the field of genome biology with its ability to generate extra-long reads that can resolve regions of the genome that were previously inaccessible to short-read sequencing platforms. Over 50% of the zebrafish genome consists of difficult to map, highly repetitive, low complexity elements that pose inherent problems for short-read sequencers and assemblers.Results:We used long-read nanopore sequencing to generate a de novo assembly of the zebrafish genome and compared our assembly to the current reference genome, GRCz11. The new assembly identified 1697 novel insertions and deletions over one kilobase in length and placed 106 previously unlocalized scaffolds. We also discovered additional sites of retrotransposon integration previously unreported in GRCz11 and observed the expression of these transposable elements in adult zebrafish under physiologic conditions, implying they have active mobility in the zebrafish genome and contribute to the ever-changing genomic landscape.Conclusions:We used nanopore sequencing to improve upon and resolve the issues plaguing the current zebrafish reference assembly, GRCz11. Zebrafish is a prominent model of human disease, and our corrected assembly will be useful for studies relying on interspecies comparisons and precise linkage of genetic events to disease phenotypes.",35144548,PMC8832730,10.1186/s12864-022-08349-3,9
Long-read nanopore sequencing resolves a TMEM231 gene conversion event causing Meckel-Gruber syndrome,"The diagnostic deployment of massively parallel short-read next-generation sequencing (NGS) has greatly improved genetic test availability, speed, and diagnostic yield, particularly for rare inherited disorders. Nonetheless, diagnostic approaches based on short-read sequencing have a poor ability to accurately detect gene conversion events. We report on the genetic analysis of a family in which 3 fetuses had clinical features consistent with the autosomal recessive disorder Meckel-Gruber syndrome (MKS). Targeted NGS of 29 known MKS-associated genes revealed a heterozygous TMEM231 splice donor variant c.929+1A>G. Comparative read-depth analysis, performed to identify a second pathogenic allele, revealed an apparent heterozygous deletion of TMEM231 exon 4. To verify this result we performed single-molecule long-read sequencing of a long-range polymerase chain reaction product spanning this locus. We identified four missense variants that were absent from the short-read dataset due to the preferential mapping of variant-containing reads to a downstream TMEM231 pseudogene. Consistent with the parental segregation analysis, we demonstrate that the single-molecule long reads could be used to show that the variants are arranged in trans. Our experience shows that robust validation of apparent dosage variants remains essential to avoid the pitfalls of short-read sequencing and that new third-generation long-read sequencing technologies can already aid routine clinical care.",31663672,,10.1002/humu.23940,8
NanoPack2: population-scale evaluation of long-read sequencing data,"Summary:Increases in the cohort size in long-read sequencing projects necessitate more efficient software for quality assessment and processing of sequencing data from Oxford Nanopore Technologies and Pacific Biosciences. Here, we describe novel tools for summarizing experiments, filtering datasets, visualizing phased alignments results, and updates to the NanoPack software suite.Availability and implementation:The cramino, chopper, kyber, and phasius tools are written in Rust and available as executable binaries without requiring installation or managing dependencies. Binaries build on musl are available for broad compatibility. NanoPlot and NanoComp are written in Python3. Links to the separate tools and their documentation can be found at https://github.com/wdecoster/nanopack. All tools are compatible with Linux, Mac OS, and the MS Windows Subsystem for Linux and are released under the MIT license. The repositories include test data, and the tools are continuously tested using GitHub Actions and can be installed with the conda dependency manager.",37171891,PMC10196664,10.1093/bioinformatics/btad311,38
Targeted Long-Read Sequencing of a Locus Under Long-Term Balancing Selection inCapsella,"Rapid advances in short-read DNA sequencing technologies have revolutionized population genomic studies, but there are genomic regions where this technology reaches its limits. Limitations mostly arise due to the difficulties in assembly or alignment to genomic regions of high sequence divergence and high repeat content, which are typical characteristics for loci under strong long-term balancing selection. Studying genetic diversity at such loci therefore remains challenging. Here, we investigate the feasibility and error rates associated with targeted long-read sequencing of a locus under balancing selection. For this purpose, we generated bacterial artificial chromosomes (BACs) containing the BrassicaceaeS-locus, a region under strong negative frequency-dependent selection which has previously proven difficult to assemble in its entirety using short reads. We sequenceS-locus BACs with single-molecule long-read sequencing technology and conductde novoassembly of theseS-locus haplotypes. By comparing repeated assemblies resulting from independent long-read sequencing runs on the same BAC clone we do not detect any structural errors, suggesting that reliable assemblies are generated, but we estimate an indel error rate of 5.7×10-5A similar error rate was estimated based on comparison of Illumina short-read sequences and BAC assemblies. Our results show that, untilde novoassembly of multiple individuals using long-read sequencing becomes feasible, targeted long-read sequencing of loci under balancing selection is a viable option with low error rates for single nucleotide polymorphisms or structural variation. We further find that short-read sequencing is a valuable complement, allowing correction of the relatively high rate of indel errors that result from this approach.",29476024,PMC5873921,10.1534/g3.117.300467,3
Solid-state nanopores towards single-molecule DNA sequencing,"Nanopore DNA sequencing offers a new paradigm owing to its extensive potential for long-read, high-throughput detection of nucleotide modification and direct RNA sequencing. Given the remarkable advances in protein nanopore sequencing technology, there is still a strong enthusiasm in exploring alternative nanopore-sequencing techniques, particularly those based on a solid-state nanopore using a semiconductor material. Since solid-state nanopores provide superior material robustness and large-scale integrability with on-chip electronics, they have the potential to surpass the limitations of their biological counterparts. However, there are key technical challenges to be addressed: the creation of an ultrasmall nanopore, fabrication of an ultrathin membrane, control of the ultrafast DNA speed and detection of four nucleotides. Extensive research efforts have been devoted to resolving these issues over the past two decades. In this review, we briefly introduce recent updates regarding solid-state nanopore technologies towards DNA sequencing. It can be envisioned that emerging technologies will offer a brand new future in DNA-sequencing technology.",31420594,,10.1038/s10038-019-0655-8,16
Long-read sequencing for identification of insertion sites in large transposon mutant libraries,"Transposon insertion site sequencing (TIS) is a powerful method for associating genotype to phenotype. However, all TIS methods described to date use short nucleotide sequence reads which cannot uniquely determine the locations of transposon insertions within repeating genomic sequences where the repeat units are longer than the sequence read length. To overcome this limitation, we have developed a TIS method using Oxford Nanopore sequencing technology that generates and uses long nucleotide sequence reads; we have called this method LoRTIS (Long-Read Transposon Insertion-site Sequencing). LoRTIS enabled the unique localisation of transposon insertion sites within long repetitive genetic elements of E. coli, such as the transposase genes of insertion sequences and copies of the ~ 5 kb ribosomal RNA operon. We demonstrate that LoRTIS is reproducible, gives comparable results to short-read TIS methods for essential genes, and better resolution around repeat elements. The Oxford Nanopore sequencing device that we used is cost-effective, small and easily portable. Thus, LoRTIS is an efficient means of uniquely identifying transposon insertion sites within long repetitive genetic elements and can be easily transported to, and used in, laboratories that lack access to expensive DNA sequencing facilities.",35241765,PMC8894413,10.1038/s41598-022-07557-x,1
Long-read sequencing data analysis for yeasts,"Long-read sequencing technologies have become increasingly popular due to their strengths in resolving complex genomic regions. As a leading model organism with small genome size and great biotechnological importance, the budding yeast Saccharomyces cerevisiae has many isolates currently being sequenced with long reads. However, analyzing long-read sequencing data to produce high-quality genome assembly and annotation remains challenging. Here, we present a modular computational framework named long-read sequencing data analysis for yeasts (LRSDAY), the first one-stop solution that streamlines this process. Starting from the raw sequencing reads, LRSDAY can produce chromosome-level genome assembly and comprehensive genome annotation in a highly automated manner with minimal manual intervention, which is not possible using any alternative tool available to date. The annotated genomic features include centromeres, protein-coding genes, tRNAs, transposable elements (TEs), and telomere-associated elements. Although tailored for S. cerevisiae, we designed LRSDAY to be highly modular and customizable, making it adaptable to virtually any eukaryotic organism. When applying LRSDAY to an S. cerevisiae strain, it takes ∼41 h to generate a complete and well-annotated genome from ∼100× Pacific Biosciences (PacBio) running the basic workflow with four threads. Basic experience working within the Linux command-line environment is recommended for carrying out the analysis using LRSDAY.",29725120,,10.1038/nprot.2018.025,24
What sequencing technologies can teach us about innate immunity,"For years, we have taken a reductionist approach to understanding gene regulation through the study of one gene in one cell at a time. While this approach has been fruitful it is laborious and fails to provide a global picture of what is occurring in complex situations involving tightly coordinated immune responses. The emergence of whole-genome techniques provides a system-level view of a response and can provide a plethora of information on events occurring in a cell from gene expression changes to splicing changes and chemical modifications. As with any technology, this often results in more questions than answers, but this wealth of knowledge is providing us with an unprecedented view of what occurs inside our cells during an immune response. In this review, we will discuss the current RNA-sequencing technologies and what they are helping us learn about the innate immune system.",34747035,PMC8865538,10.1111/imr.13033,1
Plastid Genome Assembly Using Long-read data,"Although plastid genome (plastome) structure is highly conserved across most seed plants, investigations during the past two decades have revealed several disparately related lineages that experienced substantial rearrangements. Most plastomes contain a large inverted repeat and two single-copy regions, and a few dispersed repeats; however, the plastomes of some taxa harbour long repeat sequences (>300 bp). These long repeats make it challenging to assemble complete plastomes using short-read data, leading to misassemblies and consensus sequences with spurious rearrangements. Single-molecule, long-read sequencing has the potential to overcome these challenges, yet there is no consensus on the most effective method for accurately assembling plastomes using long-read data. We generated a pipeline, plastid Genome Assembly Using Long-read data (ptGAUL), to address the problem of plastome assembly using long-read data from Oxford Nanopore Technologies (ONT) or Pacific Biosciences platforms. We demonstrated the efficacy of the ptGAUL pipeline using 16 published long-read data sets. We showed that ptGAUL quickly produces accurate and unbiased assemblies using only ~50× coverage of plastome data. Additionally, we deployed ptGAUL to assemble four new Juncus (Juncaceae) plastomes using ONT long reads. Our results revealed many long repeats and rearrangements in Juncus plastomes compared with basal lineages of Poales. The ptGAUL pipeline is available on GitHub: https://github.com/Bean061/ptgaul.",36939021,PMC10354735,10.1111/1755-0998.13787,4
Annotation of Full-Length Long Noncoding RNAs with Capture Long-Read Sequencing (CLS),"Metazoan genomes produce thousands of long-noncoding RNAs (lncRNAs), of which just a small fraction have been well characterized. Understanding their biological functions requires accurate annotations, or maps of the precise location and structure of genes and transcripts in the genome. Current lncRNA annotations are limited by compromises between quality and size, with many gene models being fragmentary or uncatalogued. To overcome this, the GENCODE consortium has developed RNA capture long-read sequencing (CLS), an approach combining targeted RNA capture with third-generation long-read sequencing. CLS provides accurate annotations at high-throughput rates. It eliminates the need for noisy transcriptome assembly from short reads, and requires minimal manual curation. The full-length transcript models produced are of quality comparable to present-day manually curated annotations. Here we describe a detailed CLS protocol, from probe design through long-read sequencing to creation of final annotations.",33326074,,10.1007/978-1-0716-1158-6_9,4
Benchmarking of long-read assemblers for prokaryote whole genome sequencing,"Background:Data sets from long-read sequencing platforms (Oxford Nanopore Technologies and Pacific Biosciences) allow for most prokaryote genomes to be completely assembled - one contig per chromosome or plasmid. However, the high per-read error rate of long-read sequencing necessitates different approaches to assembly than those used for short-read sequencing. Multiple assembly tools (assemblers) exist, which use a variety of algorithms for long-read assembly.Methods:We used 500 simulated read sets and 120 real read sets to assess the performance of eight long-read assemblers (Canu, Flye, Miniasm/Minipolish, NECAT, NextDenovo/NextPolish, Raven, Redbean and Shasta) across a wide variety of genomes and read parameters. Assemblies were assessed on their structural accuracy/completeness, sequence identity, contig circularisation and computational resources used.Results:Canu v2.1 produced reliable assemblies and was good with plasmids, but it performed poorly with circularisation and had the longest runtimes of all assemblers tested. Flye v2.8 was also reliable and made the smallest sequence errors, though it used the most RAM. Miniasm/Minipolish v0.3/v0.1.3 was the most likely to produce clean contig circularisation. NECAT v20200803 was reliable and good at circularisation but tended to make larger sequence errors. NextDenovo/NextPolish v2.3.1/v1.3.1 was reliable with chromosome assembly but bad with plasmid assembly. Raven v1.3.0 was reliable for chromosome assembly, though it did not perform well on small plasmids and had circularisation issues. Redbean v2.5 and Shasta v0.7.0 were computationally efficient but more likely to produce incomplete assemblies.Conclusions:Of the assemblers tested, Flye, Miniasm/Minipolish, NextDenovo/NextPolish and Raven performed best overall. However, no single tool performed well on all metrics, highlighting the need for continued development on long-read assembly algorithms.",31984131,PMC6966772,10.12688/f1000research.21782.4,128
Development of a long-read next generation sequencing workflow for improved characterization of fastidious respiratory mycoplasmas,"Mycoplasma cynosandMycoplasma felisare often associated with canine and feline infectious respiratory disease in dogs and cats, respectively. Mycoplasmas have a reduced genome and dearth of many biosynthetic pathways, making them dependent on rich medium for growth. Due to this fastidious nature, mycoplasmas have been historically underdiagnosed. The aim of this study was to develop a cost-effective and accurate sequencing workflow for genotypic characterization of clinical isolates ofM. cynosandM. felisusing a rapid long-read sequencing platform. We explored the following critical aspects of bacterial whole genome sequencing, including: (i) five solid and liquid-based culture approaches based on a specialized media formulation forMycoplasmaculture, (ii) three DNA extraction methods modified for long-read sequencing purposes, and (iii) twode novoassembly platforms, Flye and Canu, as key components of a bioinformatics pipeline. DNA extraction method 1, a solid-phase and column-based kit with enzymatic lysis, provided the best DNA quality and concentration followed by high coverage and sequencing contiguity. This was obtained with a culture volume of 45 ml in modified Hayflick's broth incubated for 48 h. DNA extracted directly from colonies on agar or from small broth volumes (6 ml) did not meet the criteria required for long-read sequencing. Overall, Flye generated more contiguous assemblies than the Canu assembler and was more time efficient. This 4-5 day sample-to-sequence workflow provides the scientific and clinical communities with a more comprehensive tool than laborious conventional methods for complete genomic characterization ofM. cynosandM. felisclinical isolates.",36374163,,10.1099/mic.0.001249,2
A survey of algorithms for the detection of genomic structural variants from long-read sequencing data,"As long-read sequencing technologies are becoming increasingly popular, a number of methods have been developed for the discovery and analysis of structural variants (SVs) from long reads. Long reads enable detection of SVs that could not be previously detected from short-read sequencing, but computational methods must adapt to the unique challenges and opportunities presented by long-read sequencing. Here, we summarize over 50 long-read-based methods for SV detection, genotyping and visualization, and discuss how new telomere-to-telomere genome assemblies and pangenome efforts can improve the accuracy and drive the development of SV callers in the future.",37386186,,10.1038/s41592-023-01932-w,6
Targeted long-read sequencing identifies and characterizes structural variants in cases of inherited platelet disorders,"Background:Genetic diagnosis of inherited platelet disorders (IPDs) is mainly performed by high-throughput sequencing (HTS). These short-read-based sequencing methods sometimes fail to characterize the genetics of the disease.Objectives:To evaluate nanopore long-read DNA sequencing for characterization of structural variants (SVs) in patients with IPDs.Methods:Four patients with a clinical and laboratory diagnosis of Glanzmann thrombasthenia (GT) (P1 and P2) and Hermansky-Pudlak syndrome (HPS) (P3 and P4) in whom HTS missed the underlying molecular cause were included. DNA was analyzed by both standard HTS and nanopore sequencing on a MinION device (Oxford Nanopore Technologies) after enrichment of DNA spanning regions covering GT and HPS genes.Results:In patients with GT, HTS identified only 1 heterozygous ITGB3 splice variant c.2301+1G>C in P2. In patients with HPS, a homozygous deletion in HPS5 was suspected in P3, and 2 heterozygous HPS3 variants, c.2464C>T (p.Arg822∗) and a deletion affecting 2 exons, were reported in P4. Nanopore sequencing revealed a complex SV affecting exons 2 to 6 in ITGB3 (deletion-inversion-duplication) in homozygosity in P1 and compound heterozygosity with the splice variant in P2. In the 2 patients with HPS, nanopore defined the length of the SVs, which were characterized at nucleotide resolution. This allowed the identification of repetitive Alu elements at the breakpoints and the design of specific polymerase chain reactions for family screening.Conclusion:The nanopore technology overcomes the limitations of standard short-read sequencing techniques in SV characterization. Using nanopore, we characterized novel defects in ITGB3, HPS5, and HPS3, highlighting the utility of long-read sequencing as an additional diagnostic tool in IPDs.",38007062,,10.1016/j.jtha.2023.11.007,0
Preparation of Mammalian Nascent RNA for Long Read Sequencing,"Long read sequencing technologies now allow high-quality sequencing of RNAs (or their cDNAs) that are hundreds to thousands of nucleotides long. Long read sequences of nascent RNA provide single-nucleotide-resolution information about co-transcriptional RNA processing events-e.g., splicing, folding, and base modifications. Here, we describe how to isolate nascent RNA from mammalian cells through subcellular fractionation of chromatin-associated RNA, as well as how to deplete poly(A)+RNA and rRNA, and, finally, how to generate a full-length cDNA library for use on long read sequencing platforms. This approach allows for an understanding of coordinated splicing status across multi-intron transcripts by revealing patterns of splicing or other RNA processing events that cannot be gained from traditional short read RNA sequencing. © 2020 Wiley Periodicals LLC. Basic Protocol 1: Subcellular fractionation Basic Protocol 2: Nascent RNA isolation and adapter ligation Basic Protocol 3: cDNA amplicon preparation.",33085989,PMC7586757,10.1002/cpmb.128,4
SVLR: Genome Structural Variant Detection Using Long-Read Sequencing Data,"Genome structural variants (SVs) have great impacts on human phenotype and diversity, and have been linked to numerous diseases. Long-read sequencing technologies arise to make it possible to find SVs of as long as 10,000 nucleotides. Thus, long read-based SV detection has been drawing attention of many recent research projects, and many tools have been developed for long reads to detect SVs recently. In this article, we present a new method, called SVLR, to detect SVs based on long-read sequencing data. Comparing with existing methods, SVLR can detect three new kinds of SVs: block replacements, block interchanges, and translocations. Although these new SVs are structurally more complicated, SVLR achieves accuracies that are comparable with those of the classic SVs. Moreover, for the classic SVs that can be detected by state-of-the-art methods (e.g., SVIM and Sniffles), our experiments demonstrate recall improvements of up to 38% without harming the precisions (i.e., >78%). We also point out three directions to further improve SV detection in the future. Source codes: https://github.com/GWYSDU/SVLR.",33973820,,10.1089/cmb.2021.0048,2
A comprehensive evaluation of long read error correction methods,"Background:Third-generation single molecule sequencing technologies can sequence long reads, which is advancing the frontiers of genomics research. However, their high error rates prohibit accurate and efficient downstream analysis. This difficulty has motivated the development of many long read error correction tools, which tackle this problem through sampling redundancy and/or leveraging accurate short reads of the same biological samples. Existing studies to asses these tools use simulated data sets, and are not sufficiently comprehensive in the range of software covered or diversity of evaluation measures used.Results:In this paper, we present a categorization and review of long read error correction methods, and provide a comprehensive evaluation of the corresponding long read error correction tools. Leveraging recent real sequencing data, we establish benchmark data sets and set up evaluation criteria for a comparative assessment which includes quality of error correction as well as run-time and memory usage. We study how trimming and long read sequencing depth affect error correction in terms of length distribution and genome coverage post-correction, and the impact of error correction performance on an important application of long reads, genome assembly. We provide guidelines for practitioners for choosing among the available error correction tools and identify directions for future research.Conclusions:Despite the high error rate of long reads, the state-of-the-art correction tools can achieve high correction quality. When short reads are available, the best hybrid methods outperform non-hybrid methods in terms of correction quality and computing resource usage. When choosing tools for use, practitioners are suggested to be careful with a few correction tools that discard reads, and check the effect of error correction tools on downstream analysis. Our evaluation code is available as open-source at https://github.com/haowenz/LRECE .",33349243,PMC7751105,10.1186/s12864-020-07227-0,47
Robust and scalable barcoding for massively parallel long-read sequencing,"Nucleic-acid barcoding is an enabling technique for many applications, but its use remains limited in emerging long-read sequencing technologies with intrinsically low raw accuracy. Here, we apply so-called NS-watermark barcodes, whose error correction capability was previously validated in silico, in a proof of concept where we synthesize 3840 NS-watermark barcodes and use them to asymmetrically tag and simultaneously sequence amplicons from two evolutionarily distant species (namely Bordetella pertussis and Drosophila mojavensis) on the ONT MinION platform. To our knowledge, this is the largest number of distinct, non-random tags ever sequenced in parallel and the first report of microarray-based synthesis as a source for large oligonucleotide pools for barcoding. We recovered the identity of more than 86% of the barcodes, with a crosstalk rate of 0.17% (i.e., one misassignment every 584 reads). This falls in the range of the index hopping rate of established, high-accuracy Illumina sequencing, despite the increased number of tags and the relatively low accuracy of both microarray-based synthesis and long-read sequencing. The robustness of NS-watermark barcodes, together with their scalable design and compatibility with low-cost massive synthesis, makes them promising for present and future sequencing applications requiring massive labeling, such as long-read single-cell RNA-Seq.",35538127,PMC9090787,10.1038/s41598-022-11656-0,3
Obtaining Detailed Phage Transcriptomes Using ONT-Cappable-Seq,"Detailed transcription maps of bacteriophages are not usually explored, limiting our understanding of molecular phage biology and restricting their exploitation and engineering. The ONT-cappable-seq method described here brings phage transcriptomics to the accessible nanopore sequencing platform and provides an affordable and more detailed overview of transcriptional features compared to traditional RNA-seq experiments. With ONT-cappable-seq, primary transcripts are specifically capped, enriched, and prepared for long-read sequencing on the nanopore sequencing platform. This enables end-to-end sequencing of unprocessed transcripts covering both phage and host genome, thus providing insight on their operons. The subsequent analysis pipeline makes it possible to rapidly identify the most important transcriptional features such as transcription start and stop sites. The obtained data can thus provide a comprehensive overview of the transcription by your phage of interest.",38526733,,10.1007/978-1-0716-3798-2_14,0
Whole-genome long-read TAPS deciphers DNA methylation patterns at base resolution using PacBio SMRT sequencing technology,"Long-read sequencing provides valuable information on difficult-to-map genomic regions, which can complement short-read sequencing to improve genome assembly, yet limited methods are available to accurately detect DNA methylation over long distances at a whole-genome scale. By combining our recently developed TET-assisted pyridine borane sequencing (TAPS) method, which enables direct detection of 5-methylcytosine and 5-hydroxymethylcytosine, with PacBio single-molecule real-time sequencing, we present here whole-genome long-read TAPS (wglrTAPS). To evaluate the performance of wglrTAPS, we applied it to mouse embryonic stem cells as a proof of concept, and an N50 read length of 3.5 kb is achieved. By sequencing wglrTAPS to 8.2× depth, we discovered a significant proportion of CpG sites that were not covered in previous 27.5× short-read TAPS. Our results demonstrate that wglrTAPS facilitates methylation profiling on problematic genomic regions with repetitive elements or structural variations, and also in an allelic manner, all of which are extremely difficult for short-read sequencing methods to resolve. This method therefore enhances applications of third-generation sequencing technologies for DNA epigenetics.",35849350,PMC9561279,10.1093/nar/gkac612,6
Clinical sequencing: From raw data to diagnosis with lifetime value,"High-throughput sequencing (HTS) has revolutionized genetics by enabling the detection of sequence variants at hitherto unprecedented large scale. Despite these advances, however, there are still remaining challenges in the complete coverage of targeted regions (genes, exome or genome) as well as in HTS data analysis and interpretation. Moreover, it is easy to get overwhelmed by the plethora of available methods and tools for HTS. Here, we review the step-by-step process from the generation of sequence data to molecular diagnosis of Mendelian diseases. Highlighting advantages and limitations, this review addresses the current state of (1) HTS technologies, considering targeted, whole-exome, and whole-genome sequencing on short- and long-read platforms; (2) read alignment, variant calling and interpretation; as well as (3) regulatory issues related to genetic counseling, reimbursement, and data storage.",29206278,,10.1111/cge.13190,33
Accurate long-read sequencing allows assembly of the duplicated RHD and RHCE genes harboring variants relevant to blood transfusion,"Next-generation sequencing (NGS) technologies have transformed medical genetics. However, short-read lengths pose a limitation on identification of structural variants, sequencing repetitive regions, phasing of distant nucleotide changes, and distinguishing highly homologous genomic regions. Long-read sequencing technologies may offer improvements in the characterization of genes that are currently difficult to assess. We used a combination of targeted DNA capture, long-read sequencing, and a customized bioinformatics pipeline to fully assemble the RH region, which harbors variation relevant to red cell donor-recipient mismatch, particularly among patients with sickle cell disease. RHD and RHCE are a pair of duplicated genes located within an ∼175 kb region on human chromosome 1 that have high sequence similarity and frequent structural variations. To achieve the assembly, we utilized palindrome repeats in PacBio SMRT reads to obtain consensus sequences of 2.1 to 2.9 kb average length with over 99% accuracy. We used these long consensus sequences to identify 771 assembly markers and to phase the RHD-RHCE region with high confidence. The dataset enabled direct linkage between coding and intronic variants, phasing of distant SNPs to determine RHD-RHCE haplotypes, and identification of known and novel structural variations along with the breakpoints. A limiting factor in phasing is the frequency of heterozygous assembly markers and therefore was most successful in samples from African Black individuals with increased heterogeneity at the RH locus. Overall, this approach allows RH genotyping and de novo assembly in an unbiased and comprehensive manner that is necessary to expand application of NGS technology to high-resolution RH typing.",34968422,PMC8764270,10.1016/j.ajhg.2021.12.003,2
