DOI,Title,year,Abstract,semantic_scholar_id,url,PMID,PMCID,intent,isinfluential,journal_title,Journal_id
       variants of TREM2 (triggering receptor expressed on myeloid cells-2) strongly 
       increase the risk of developing AD, confirming the role of microglia in AD 
       pathogenesis. In the last 5 years, several studies have dissected the mechanisms 
       by which TREM2, as well as its rare variants affect amyloid and tau pathologies 
       and their consequences in both animal models and in human studies. In this 
       review, we summarize increases in our understanding of the involvement of TREM2 
       and microglia in AD development that may open new therapeutic strategies 
       targeting the immune system to influence AD pathogenesis.",bb77b00ed026368a39d8dcda3c552f322e6c1840,https://www.semanticscholar.org/paper/bb77b00ed026368a39d8dcda3c552f322e6c1840,30572908,PMC6302500,,False,Molecular neurodegeneration,101266600
10.1186/s13024-018-0296-y,Genome-wide RNAseq study of the molecular mechanisms underlying microglia activation in response to pathological tau perturbation in the rTg4510 tau transgenic animal model,2018.0,"BACKGROUND: Activation of microglia, the resident immune cells of the central 
       nervous system, is a prominent pathological hallmark of Alzheimer's disease (AD). 
       However, the gene expression changes underlying microglia activation in response 
       to tau pathology remain elusive. Furthermore, it is not clear how murine gene 
       expression changes relate to human gene expression networks. METHODS: Microglia 
       cells were isolated from rTg4510 tau transgenic mice and gene expression was 
       profiled using RNA sequencing. Four age groups of mice (2-, 4-, 6-, and 8-months) 
       were analyzed to capture longitudinal gene expression changes that correspond to 
       varying levels of pathology, from minimal tau accumulation to massive neuronal 
       loss. Statistical and system biology approaches were used to analyze the genes 
       and pathways that underlie microglia activation. Differentially expressed genes 
       were compared to human brain co-expression networks. RESULTS: Statistical 
       analysis of RNAseq data indicated that more than 4000 genes were differentially 
       expressed in rTg4510 microglia compared to wild type microglia, with the majority 
       of gene expression changes occurring between 2- and 4-months of age. These genes 
       belong to four major clusters based on their temporal expression pattern. Genes 
       involved in innate immunity were continuously up-regulated, whereas genes 
       involved in the glutamatergic synapse were down-regulated. Up-regulated innate 
       inflammatory pathways included NF-κB signaling, cytokine-cytokine receptor 
       interaction, lysosome, oxidative phosphorylation, and phagosome. NF-κB and 
       cytokine signaling were among the earliest pathways activated, likely driven by 
       the RELA, STAT1 and STAT6 transcription factors. The expression of many AD 
       associated genes such as APOE and TREM2 was also altered in rTg4510 microglia 
       cells. Differentially expressed genes in rTg4510 microglia were enriched in human 
       neurodegenerative disease associated pathways, including Alzheimer's, 
       Parkinson's, and Huntington's diseases, and highly overlapped with the microglia 
       and endothelial modules of human brain transcriptional co-expression networks. 
       CONCLUSION: This study revealed temporal transcriptome alterations in microglia 
       cells in response to pathological tau perturbation and provides insight into the 
       molecular changes underlying microglia activation during tau mediated 
       neurodegeneration.",ce9c0f12e107b0df116e801febeb1bb58e8a03e4,https://www.semanticscholar.org/paper/ce9c0f12e107b0df116e801febeb1bb58e8a03e4,30558641,PMC6296031,,False,Molecular neurodegeneration,101266600
10.3390/ijms19123972,From Neuronal Differentiation of iPSCs to 3D Neuro-Organoids: Modelling and Therapy of Neurodegenerative Diseases,2018.0,"In the last decade, the advances made into the reprogramming of somatic cells 
       into induced pluripotent stem cells (iPSCs) led to great improvements towards 
       their use as models of diseases. In particular, in the field of neurodegenerative 
       diseases, iPSCs technology allowed to culture in vitro all types of 
       patient-specific neural cells, facilitating not only the investigation of 
       diseases' etiopathology, but also the testing of new drugs and cell therapies, 
       leading to the innovative concept of personalized medicine. Moreover, iPSCs can 
       be differentiated and organized into 3D organoids, providing a tool which mimics 
       the complexity of the brain's architecture. Furthermore, recent developments in 
       3D bioprinting allowed the study of physiological cell-to-cell interactions, 
       given by a combination of several biomaterials, scaffolds, and cells. This 
       technology combines bio-plotter and biomaterials in which several types of cells, 
       such as iPSCs or differentiated neurons, can be encapsulated in order to develop 
       an innovative cellular model. IPSCs and 3D cell cultures technologies represent 
       the first step towards the obtainment of a more reliable model, such as 
       organoids, to facilitate neurodegenerative diseases' investigation. The 
       combination of iPSCs, 3D organoids and bioprinting will also allow the 
       development of new therapeutic approaches. Indeed, on the one hand they will lead 
       to the development of safer and patient-specific drugs testing but, also, they 
       could be developed as cell-therapy for curing neurodegenerative diseases with a 
       regenerative medicine approach.",e5a90c83717776761a5e3fbdee587b0cda1d2ab9,https://www.semanticscholar.org/paper/e5a90c83717776761a5e3fbdee587b0cda1d2ab9,30544711,PMC6321164,background,False,International journal of molecular sciences,101092791
10.3389/fnagi.2018.00359,The Early Events That Initiate β-Amyloid Aggregation in Alzheimer’s Disease,2018.0,"Alzheimer's disease (AD) is characterized by the development of amyloid plaques 
       and neurofibrillary tangles (NFTs) consisting of aggregated β-amyloid (Aβ) and 
       tau, respectively. The amyloid hypothesis has been the predominant framework for 
       research in AD for over two decades. According to this hypothesis, the 
       accumulation of Aβ in the brain is the primary factor initiating the pathogenesis 
       of AD. However, it remains elusive what factors initiate Aβ aggregation. Studies 
       demonstrate that AD has multiple causes, including genetic and environmental 
       factors. Furthermore, genetic factors, many age-related events and pathological 
       conditions such as diabetes, traumatic brain injury (TBI) and aberrant microbiota 
       also affect the aggregation of Aβ. Here we provide an overview of the age-related 
       early events and other pathological processes that precede Aβ aggregation.",2570e0359a9f292e7014258f9d66bb340a103b15,https://www.semanticscholar.org/paper/2570e0359a9f292e7014258f9d66bb340a103b15,30542277,PMC6277872,,False,Frontiers in aging neuroscience,101525824
10.1523/JNEUROSCI.1873-18.2018,Alzheimer's Disease Risk Factor Pyk2 Mediates Amyloid-β-Induced Synaptic Dysfunction and Loss,2018.0,"Dozens of genes have been implicated in late onset Alzheimer's disease (AD) risk, 
       but none has a defined mechanism of action in neurons. Here, we show that the 
       risk factor Pyk2 (PTK2B) localizes specifically to neurons in adult brain. 
       Absence of Pyk2 has no major effect on synapse formation or the basal parameters 
       of synaptic transmission in the hippocampal Schaffer collateral pathway. However, 
       the induction of synaptic LTD is suppressed in Pyk2-null slices. In contrast, 
       deletion of Pyk2 expression does not alter LTP under control conditions. Of 
       relevance for AD pathophysiology, Pyk2(-/-) slices are protected from 
       amyloid-β-oligomer (Aβo)-induced suppression of LTP in hippocampal slices. 
       Acutely, a Pyk2 kinase inhibitor also prevents Aβo-induced suppression of LTP in 
       WT slices. Female and male transgenic AD model mice expressing APPswe/PSEN1ΔE9 
       require Pyk2 for age-dependent loss of synaptic markers and for impairment of 
       learning and memory. However, absence of Pyk2 does not alter Aβ accumulation or 
       gliosis. Therefore, the Pyk2 risk gene is directly implicated in a neuronal Aβo 
       signaling pathway impairing synaptic anatomy and function.SIGNIFICANCE STATEMENT 
       Genetic variation at the Pyk2 (PTK2B) locus is a risk for late onset Alzheimer's 
       disease (AD), but the pathophysiological role of Pyk2 is not clear. Here, we 
       studied Pyk2 neuronal function in mice lacking expression with and without 
       transgenes generating amyloid-β (Aβ) plaque pathology. Pyk2 is not required for 
       basal synaptic transmission or LTP, but participates in LTD. Hippocampal slices 
       lacking Pyk2 are protected from AD-related Aβ oligomer suppression of synaptic 
       plasticity. In transgenic AD model mice, deletion of Pyk2 rescues synaptic loss 
       and learning/memory deficits. Therefore, Pyk2 plays a central role in AD-related 
       synaptic dysfunction mediating Aβ-triggered dysfunction.",81096ab8c47e75623b2a7ef1dbb1e445c08bdc32,https://www.semanticscholar.org/paper/81096ab8c47e75623b2a7ef1dbb1e445c08bdc32,30518596,PMC6343652,background,False,The Journal of neuroscience : the official journal of the Society for,8102140
10.3390/ijms19123820,Nutrient-Dependent Changes of Protein Palmitoylation: Impact on Nuclear Enzymes and Regulation of Gene Expression,2018.0,"Diet is the main environmental stimulus chronically impinging on the organism 
       throughout the entire life. Nutrients impact cells via a plethora of mechanisms 
       including the regulation of both protein post-translational modifications and 
       gene expression. Palmitoylation is the most-studied protein lipidation, which 
       consists of the attachment of a molecule of palmitic acid to residues of 
       proteins. S-palmitoylation is a reversible cysteine modification finely regulated 
       by palmitoyl-transferases and acyl-thioesterases that is involved in the 
       regulation of protein trafficking and activity. Recently, several studies have 
       demonstrated that diet-dependent molecules such as insulin and fatty acids may 
       affect protein palmitoylation. Here, we examine the role of protein 
       palmitoylation on the regulation of gene expression focusing on the impact of 
       this modification on the activity of chromatin remodeler enzymes, transcription 
       factors, and nuclear proteins. We also discuss how this physiological phenomenon 
       may represent a pivotal mechanism underlying the impact of diet and 
       nutrient-dependent signals on human diseases.",63327ca00828f75b0b54d637eb8aea311f8f90e8,https://www.semanticscholar.org/paper/63327ca00828f75b0b54d637eb8aea311f8f90e8,30513609,PMC6320809,background,False,International journal of molecular sciences,101092791
10.3389/fneur.2018.00978,Microglia in Alzheimer's Disease: Risk Factors and Inflammation,2018.0,"Microglia are resident immune cells in the central nervous system (CNS) that 
       originate from myeloid progenitor cells in the embryonic yolk sac and are 
       maintained independently of circulating monocytes throughout life. In the healthy 
       state, microglia are highly dynamic and control the environment by rapidly 
       extending and retracting their processes. When the CNS is inflamed, microglia can 
       give rise to macrophages, but the regulatory mechanisms underlying this process 
       have not been fully elucidated. Recent genetic studies have suggested that 
       microglial function is compromised in Alzheimer's disease (AD), and that 
       environmental factors such as diet and brain injury also affect microglial 
       activation. In addition, studies of triggering receptor expressed on myeloid 
       cells 2-deficiency in AD mice revealed heterogeneous microglial reactions at 
       different disease stages, complicating the therapeutic strategy for AD. In this 
       paper, we describe the relationship between genetic and environmental risk 
       factors and the roles of microglia in AD pathogenesis, based on studies performed 
       in human patients and animal models. We also discuss the mechanisms of 
       inflammasomes and neurotransmitters in microglia, which accelerate the 
       development of amyloid-β and tau pathology.",65faabb61c027fc6f53330ae6151dc0b61333f83,https://www.semanticscholar.org/paper/65faabb61c027fc6f53330ae6151dc0b61333f83,30498474,PMC6249341,background,False,Frontiers in neurology,101546899
10.3390/ijms19123771,Genomics: New Light on Alzheimer’s Disease Research,2018.0,"Alzheimer's disease (AD) is a progressive neurodegenerative disease that 
       represents a major cause of death in many countries. AD is characterized by 
       profound memory loss, disruptions in thinking and reasoning, and changes in 
       personality and behavior followed by malfunctions in various bodily systems. 
       Although AD was first identified over 100 years ago, and tremendous efforts have 
       been made to cure the disease, the precise mechanisms underlying the onset of AD 
       remain unclear. The recent development of next-generation sequencing tools and 
       bioinformatics has enabled us to investigate the role of genetics in the 
       pathogenesis of AD. In this review, we discuss novel discoveries in this area, 
       including the results of genome-wide association studies (GWAS) that have 
       implicated a number of novel genes as risk factors, as well as the identification 
       of epigenetic regulators strongly associated with the onset and progression of 
       AD. We also review how genetic risk factors may interact with age-associated, 
       progressive decreases in cognitive function in patients with AD.",954c996434cfeca0e0cc2b8a674d93737ba9c105,https://www.semanticscholar.org/paper/954c996434cfeca0e0cc2b8a674d93737ba9c105,30486438,PMC6321384,background,False,International journal of molecular sciences,101092791
10.3233/ADR-170017,"Genetic, Transcriptome, Proteomic, and Epidemiological Evidence for Blood-Brain Barrier Disruption and Polymicrobial Brain Invasion as Determinant Factors in Alzheimer’s Disease",2017.0,"Diverse pathogens are detected in Alzheimer's disease (AD) brains. A 
       bioinformatics survey showed that AD genome-wide association study (GWAS) genes 
       (localized in bone marrow, immune locations and microglia) relate to multiple 
       host/pathogen interactomes (Candida albicans, Cryptococcus neoformans, 
       Bornavirus, Borrelia burgdorferri, cytomegalovirus, Ebola virus, HSV-1, HERV-W, 
       HIV-1, Epstein-Barr, hepatitis C, influenza, Chlamydia pneumoniae, Porphyrymonas 
       gingivalis, Helicobacter pylori, Toxoplasma gondii, Trypanosoma cruzi). These 
       interactomes also relate to the AD hippocampal transcriptome and to plaque or 
       tangle proteins. Upregulated AD hippocampal genes match those upregulated by 
       multiple bacteria, viruses, fungi, or protozoa in immunocompetent cells. AD genes 
       are enriched in GWAS datasets reflecting pathogen diversity, suggesting selection 
       for pathogen resistance, as supported by the old age of AD patients, implying 
       resistance to earlier infections. APOE4 is concentrated in regions of high 
       parasitic burden and protects against childhood tropical infections and hepatitis 
       C. Immune/inflammatory gain of function applies to APOE4, CR1, and TREM2 
       variants. AD genes are also expressed in the blood-brain barrier (BBB), which is 
       disrupted by AD risk factors (age, alcohol, aluminum, concussion, cerebral 
       hypoperfusion, diabetes, homocysteine, hypercholesterolemia, hypertension, 
       obesity, pesticides, pollution, physical inactivity, sleep disruption, smoking) 
       and by pathogens, directly or via olfactory routes to basal-forebrain BBB control 
       centers. The BBB benefits from statins, NSAIDs, estrogen, melatonin, memantine, 
       and the Mediterranean diet. Polymicrobial involvement is supported by 
       upregulation of bacterial, viral, and fungal sensors/defenders in the AD brain, 
       blood, or cerebrospinal fluid. AD serum amyloid-β autoantibodies may attenuate 
       its antimicrobial effects favoring microbial survival and cerebral invasion 
       leading to activation of neurodestructive immune/inflammatory processes, which 
       may also be augmented by age-related immunosenescence. AD may thus respond to 
       antibiotic, antifungal, or antiviral therapy.",4bf7428a3d7bd1625f0e945398eb8ff045ea4b71,https://www.semanticscholar.org/paper/4bf7428a3d7bd1625f0e945398eb8ff045ea4b71,30480234,PMC6159731,background,False,Journal of Alzheimer's disease reports,101705500
10.3233/ADR-170015,Methylation Profiling RIN3 and MEF2C Identifies Epigenetic Marks Associated with Sporadic Early Onset Alzheimer’s Disease,2017.0,"A number of genetic loci associate with early onset Alzheimer's disease (EOAD); 
       however, the drivers of this disease remains enigmatic. Genome wide association 
       and in vivo modeling have shown that loss-of-function, e.g., ABCA7, reduced 
       levels of SIRT1 and MEFF2C, or increased levels of PTK2β confer risk or link to 
       the pathogenies. It is known that DNA methylation can profoundly affect gene 
       expression and can impact on the composition of the proteome; therefore, the aim 
       of this study is to assess if genes associated with sporadic EOAD (sEOAD) are 
       differentially methylated. Epi-profiles of DNA extracted from blood and cortex 
       were compared using a pyrosequencing platform. We identified significant 
       group-wide hypomethylation in AD blood when compared to controls for 7 CpGs 
       located within the 3'UTR of RIN3 (CpG1 p = 0.019, CpG2 p = 0.018, CpG3 p = 0.012, 
       CpG4 p = 0.009, CpG5 p = 0.002, CpG6 p = 0.018, and CpG7 p = 0.013, respectively; 
       AD/Control n = 22/26; Male/Female n = 27/21). Observed effects were not gender 
       specific. No group wide significant differences were found in the promoter 
       methylation of PTK2β, ABCA7, SIRT1, or MEF2C, genes known to associate with late 
       onset AD. A rare and significant difference in methylation was observed for one 
       CpG located upstream of the MEF2C promoter in one AD individual only (22% 
       reduction in methylation, p = 2.0E-10; Control n = 26, AD n = 25, Male/Female 
       n = 29/22). It is plausible aberrant methylation may mark sEOAD in blood and may 
       manifest in some individuals as rare epi-variants for genes linked to sEOAD.",02c241ef60570d3cec13ed25d93d50fddb5b58a0,https://www.semanticscholar.org/paper/02c241ef60570d3cec13ed25d93d50fddb5b58a0,30480232,PMC6159661,background,True,Journal of Alzheimer's disease reports,101705500
10.3233/ADR-170012,Overview and Current Status of Alzheimer’s Disease in Bangladesh,2017.0,"Alzheimer's disease (AD) is a complex neurological disorder with economic, 
       social, and medical burdens which is acknowledged as leading cause of dementia 
       marked by the accumulation and aggregation of amyloid-β peptide and 
       phosphorylated tau (p-tau) protein and concomitant dementia, neuron loss and 
       brain atrophy. AD is the most prevalent neurodegenerative brain disorder with 
       sporadic etiology, except for a small fraction of cases with familial inheritance 
       where familial forms of AD are correlated to mutations in three functionally 
       related genes: the amyloid-β protein precursor and presenilins 1 and 2, two key 
       γ-secretase components. The common clinical features of AD are memory impairment 
       that interrupts daily life, difficulty in accomplishing usual tasks, confusion 
       with time or place, trouble understanding visual images and spatial 
       relationships. Age is the most significant risk factor for AD, whereas other risk 
       factors correlated with AD are hypercholesterolemia, hypertension, 
       atherosclerosis, coronary heart disease, smoking, obesity, and diabetes. Despite 
       decades of research, there is no satisfying therapy which will terminate the 
       advancement of AD by acting on the origin of the disease process, whereas 
       currently available therapeutics only provide symptomatic relief but fail to 
       attain a definite cure and prevention. This review also represents the current 
       status of AD in Bangladesh.",857c57afbe688b671011477b4a201dc9c21c3de6,https://www.semanticscholar.org/paper/857c57afbe688b671011477b4a201dc9c21c3de6,30480227,PMC6159651,,False,Journal of Alzheimer's disease reports,101705500
10.1084/jem.20182042,All (animal) models (of neurodegeneration) are wrong. Are they also useful?,2018.0,"Richard M. Ransohoff, Entrepreneur-in-Residence at Third Rock Ventures and 
       Visiting Scientist at Harvard Medical School, provides his personal opinion on 
       using animal models to address current challenges and opportunities in drug 
       development for neurodegeneration.",f063187526506a6021e24632c9c1ab9be80bb32a,https://www.semanticscholar.org/paper/f063187526506a6021e24632c9c1ab9be80bb32a,30459159,PMC6279414,,False,The Journal of experimental medicine,2985109R
10.3389/fnsyn.2018.00038,Deficient Wnt Signaling and Synaptic Vulnerability in Alzheimer’s Disease: Emerging Roles for the LRP6 Receptor,2018.0,"Synapse dysfunction and loss represent critical early events in the 
       pathophysiology of Alzheimer's disease (AD). While extensive research has 
       elucidated the direct synaptotoxic effects of Amyloid-β (Aβ) oligomers, less is 
       known about how signaling pathways at the synapse are affected by Aβ. A better 
       understanding of the cellular and molecular mechanisms underlying synaptic 
       vulnerability in AD is key to illuminating the determinants of AD susceptibility 
       and will unveil novel therapeutic avenues. Canonical Wnt signaling through the 
       Wnt co-receptor LRP6 has a critical role in maintaining the structural and 
       functional integrity of synaptic connections in the adult brain. Accumulating 
       evidence suggests that deficient Wnt signaling may contribute to AD pathology. In 
       particular, LRP6 deficiency compromises synaptic function and stability, and 
       contributes to Aß production and plaque formation. Here, we review the role of 
       Wnt signaling for synaptic maintenance in the adult brain and the contribution of 
       aberrant Wnt signaling to synaptic degeneration in AD. We place a focus on 
       emerging evidence implicating the LRP6 receptor as an important modulator of AD 
       risk and pathology.",58c01a8bf0d94f950f7cbaa5d60b7702babd3f1e,https://www.semanticscholar.org/paper/58c01a8bf0d94f950f7cbaa5d60b7702babd3f1e,30425633,PMC6218458,background,False,Frontiers in synaptic neuroscience,101548972
10.1016/j.jalz.2018.08.011,Military-related risk factors for dementia,2018.0,"INTRODUCTION: In recent years, there has been growing discussion to better 
       understand the pathophysiological mechanisms of traumatic brain injury and 
       post-traumatic stress disorder and how they may be linked to an increased risk of 
       neurodegenerative diseases including Alzheimer's disease in veterans. METHODS: 
       Building on that discussion, and subsequent to a special issue of Alzheimer's & 
       Dementia published in June 2014, which focused on military risk factors, the 
       Alzheimer's Association convened a continued discussion of the scientific 
       community on December 1, 2016. RESULTS: During this meeting, participants 
       presented and evaluated progress made since 2012 and identified outstanding 
       knowledge gaps regarding factors that may impact veterans' risk for later life 
       dementia. DISCUSSION: The following is a summary of the invited presentations and 
       moderated discussions of both the review of scientific understanding and 
       identification of gaps to inform further investigations.",78d196a0f0e42b1850974065727b4589e9780e24,https://www.semanticscholar.org/paper/78d196a0f0e42b1850974065727b4589e9780e24,30415806,PMC6281800,background,False,Alzheimer's & dementia : the journal of the Alzheimer's Association,101231978
10.2174/1389202919666171229145156,Early Life Stress and Epigenetics in Late-onset Alzheimer’s Dementia: A Systematic Review,2018.0,"Involvement of life stress in Late-Onset Alzheimer's Disease (LOAD) has been 
       evinced in longitudinal cohort epidemiological studies, and endocrinologic 
       evidence suggests involvements of catecholamine and corticosteroid systems in 
       LOAD. Early Life Stress (ELS) rodent models have successfully demonstrated 
       sequelae of maternal separation resulting in LOAD-analogous pathology, thereby 
       supporting a role of insulin receptor signalling pertaining to GSK-3beta 
       facilitated tau hyper-phosphorylation and amyloidogenic processing. Discussed are 
       relevant ELS studies, and findings from three mitogen-activated protein kinase 
       pathways (JNK/SAPK pathway, ERK pathway, p38/MAPK pathway) relevant for mediating 
       environmental stresses. Further considered were the roles of autophagy 
       impairment, neuroinflammation, and brain insulin resistance. For the 
       meta-analytic evaluation, 224 candidate gene loci were extracted from reviews of 
       animal studies of LOAD pathophysiological mechanisms, of which 60 had no positive 
       results in human LOAD association studies. These loci were combined with 89 gene 
       loci confirmed as LOAD risk genes in previous GWAS and WES. Of the 313 risk gene 
       loci evaluated, there were 35 human reports on epigenomic modifications in terms 
       of methylation or histone acetylation. 64 microRNA gene regulation mechanisms 
       were published for the compiled loci. Genomic association studies support close 
       relations of both noradrenergic and glucocorticoid systems with LOAD. For HPA 
       involvement, a CRHR1 haplotype with MAPT was described, but further association 
       of only HSD11B1 with LOAD found; however, association of FKBP1 and NC3R1 
       polymorphisms was documented in support of stress influence to LOAD. In the brain 
       insulin system, IGF2R, INSR, INSRR, and plasticity regulator ARC, were associated 
       with LOAD. Pertaining to compromised myelin stability in LOAD, relevant 
       associations were found for BIN1, RELN, SORL1, SORCS1, CNP, MAG, and MOG. 
       Regarding epigenetic modifications, both methylation variability and 
       de-acetylation were reported for LOAD. The majority of up-to-date epigenomic 
       findings include reported modifications in the well-known LOAD core pathology 
       loci MAPT, BACE1, APP (with FOS, EGR1), PSEN1, PSEN2, and highlight a central 
       role of BDNF. Pertaining to ELS, relevant loci are FKBP5, EGR1, GSK3B; critical 
       roles of inflammation are indicated by CRP, TNFA, NFKB1 modifications; for 
       cholesterol biosynthesis, DHCR24; for myelin stability BIN1, SORL1, CNP; 
       pertaining to (epi)genetic mechanisms, hTERT, MBD2, DNMT1, MTHFR2. Findings on 
       gene regulation were accumulated for BACE1, MAPK signalling, TLR4, BDNF, insulin 
       signalling, with most reports for miR-132 and miR-27. Unclear in epigenomic 
       studies remains the role of noradrenergic signalling, previously demonstrated by 
       neuropathological findings of childhood nucleus caeruleus degeneration for LOAD 
       tauopathy.",86ec23ce9f0d5aef4615521cb3e97d64fb91f270,https://www.semanticscholar.org/paper/86ec23ce9f0d5aef4615521cb3e97d64fb91f270,30386171,PMC6194433,,False,Current genomics,100960527
10.4103/ijmr.IJMR_473_17,New genetic players in late-onset Alzheimer's disease: Findings of genome-wide association studies,2018.0,"Late-onset Alzheimer's disease (LOAD) or sporadic AD is the most common form of 
       AD. The precise pathogenetic changes that trigger the development of AD remain 
       largely unknown. Large-scale genome-wide association studies (GWASs) have 
       identified single-nucleotide polymorphisms in multiple genes which are associated 
       with AD; most notably, these are ABCA7, bridging integrator 1 (B1N1), triggering 
       receptor expressed on myeloid cells 2 (TREM2), CD33, clusterin (CLU), complement 
       receptor 1 (CRI), ephrin type-A receptor 1 (EPHA1), membrane-spanning 4-domains, 
       subfamily A (MS4A) and phosphatidylinositol binding clathrin assembly protein 
       (PICALM) genes. The proteins coded by the candidate genes participate in a 
       variety of cellular processes such as oxidative balance, protein metabolism, 
       cholesterol metabolism and synaptic function. This review summarizes the major 
       gene loci affecting LOAD identified by large GWASs. Tentative mechanisms have 
       also been elaborated in various studies by which the proteins coded by these 
       genes may exert a role in AD pathogenesis have also been elaborated. The review 
       suggests that these may together affect LOAD pathogenesis in a complementary 
       fashion.",401b544333e0a19379f9c99e2bfce1938a68f2e1,https://www.semanticscholar.org/paper/401b544333e0a19379f9c99e2bfce1938a68f2e1,30381536,PMC6206761,,False,The Indian journal of medical research,0374701
10.1038/s41591-018-0206-4,Neurogenetic contributions to amyloid beta and tau spreading in the human cortex,2018.0,"Tau and amyloid beta (Aβ) proteins accumulate along neuronal circuits in 
       Alzheimer's disease. Unraveling the genetic background for the regional 
       vulnerability of these proteinopathies can help in understanding the mechanisms 
       of pathology progression. To that end, we developed a novel graph theory approach 
       and used it to investigate the intersection of longitudinal Aβ and tau positron 
       emission tomography imaging of healthy adult individuals and the genetic 
       transcriptome of the Allen Human Brain Atlas. We identified distinctive pathways 
       for tau and Aβ accumulation, of which the tau pathways correlated with cognitive 
       levels. We found that tau propagation and Aβ propagation patterns were associated 
       with a common genetic profile related to lipid metabolism, in which APOE played a 
       central role, whereas the tau-specific genetic profile was classified as 'axon 
       related' and the Aβ profile as 'dendrite related'. This study reveals distinct 
       genetic profiles that may confer vulnerability to tau and Aβ in vivo propagation 
       in the human brain.",2884328b3e339d7092c0763d83f349d5786196ab,https://www.semanticscholar.org/paper/2884328b3e339d7092c0763d83f349d5786196ab,30374196,PMC6518398,,False,Nature medicine,9502015
10.3389/fnins.2018.00699,The Molecular and Neuropathological Consequences of Genetic Risk for Alzheimer's Dementia,2018.0,"Alzheimer's dementia commonly impacts the health of older adults and lacks any 
       preventative therapy. While Alzheimer's dementia risk has a substantial genetic 
       component, the specific molecular mechanisms and neuropathologies triggered by 
       most of the known genetic variants are unclear. Resultantly, they have shown 
       limited influence on drug development portfolios to date. To facilitate our 
       understanding of the consequences of Alzheimer's dementia susceptibility 
       variants, we examined their relationship to a wide range of clinical, molecular 
       and neuropathological features. Because the effect size of individual variants is 
       typically small, we utilized a polygenic (overall) risk approach to identify the 
       global impact of Alzheimer's dementia susceptibility variants. Under this 
       approach, each individual has a polygenic risk score (PRS) that we related to 
       clinical, molecular and neuropathological phenotypes. Applying this approach to 
       1,272 individuals who came to autopsy from one of two longitudinal aging cohorts, 
       we observed that an individual's PRS was associated with cognitive decline and 
       brain pathologies including beta-amyloid, tau-tangles, hippocampal sclerosis, and 
       TDP-43, MIR132, four proteins including VGF, IGFBP5, and STX1A, and many 
       chromosomal regions decorated with acetylation on histone H3 lysine 9 (H3K9Ac). 
       While excluding the APOE/TOMM40 region (containing the single largest genetic 
       risk factor for late-onset Alzheimer's dementia) in the calculation of the PRS 
       resulted in a slightly weaker association with the molecular signatures, results 
       remained significant. These PRS-associated brain pathologies and molecular 
       signatures appear to mediate genetic risk, as they attenuated the association of 
       the PRS with cognitive decline. Notably, the PRS induced changes in H3K9Ac 
       throughout the genome, implicating it in large-scale chromatin changes. Thus, the 
       PRS for Alzheimer's dementia (AD-PRS) showed effects on diverse clinical, 
       molecular, and pathological systems, ranging from the epigenome to specific 
       proteins. These convergent targets of a large number of genetic risk factors for 
       Alzheimer's dementia will help define the experimental systems and models needed 
       to test therapeutic targets, which are expected to be broadly effective in the 
       aging population that carries diverse genetic risks for Alzheimer's dementia.",1fa317093d8728e82cdda9c4207b1760db3cfbba,https://www.semanticscholar.org/paper/1fa317093d8728e82cdda9c4207b1760db3cfbba,30349450,PMC6187226,,False,Frontiers in neuroscience,101478481
10.1186/s40478-018-0612-3,Glycoprotein NMB: a novel Alzheimer’s disease associated marker expressed in a subset of activated microglia,2018.0,"Alzheimer's disease (AD) is an irreversible, devastating neurodegenerative brain 
       disorder characterized by the loss of neurons and subsequent cognitive decline. 
       Despite considerable progress in the understanding of the pathophysiology of AD, 
       the precise molecular mechanisms that cause the disease remain elusive. By now, 
       there is ample evidence that activated microglia have a critical role in the 
       initiation and progression of AD. The present study describes the identification 
       of Glycoprotein nonmetastatic melanoma protein B (GPNMB) as a novel AD-related 
       factor in both transgenic mice and sporadic AD patients by expression profiling, 
       immunohistochemistry and ELISA measurements. We show that GPNMB levels increase 
       in an age-dependent manner in transgenic AD models showing profound cerebral 
       neuron loss and demonstrate that GPNMB co-localizes with a distinct population of 
       IBA1-positive microglia cells that cluster around amyloid plaques. Our data 
       further indicate that GPNMB is part of a microglia activation state that is only 
       present under neurodegenerative conditions and that is characterized by the 
       up-regulation of a subset of genes including TREM2, APOE and CST7. In agreement, 
       we provide in vitro evidence that soluble Aβ has a direct effect on GPNMB 
       expression in an immortalized microglia cell line. Importantly, we show for the 
       first time that GPNMB is elevated in brain samples and cerebrospinal fluid (CSF) 
       of sporadic AD patients when compared to non-demented controls.The current 
       findings indicate that GPNMB represents a novel disease-associated marker that 
       appears to play a role in the neuroinflammatory response of AD.",4d8d07ab7c917e913b08ef9d677415cc573a2ddd,https://www.semanticscholar.org/paper/4d8d07ab7c917e913b08ef9d677415cc573a2ddd,30340518,PMC6194687,background,False,Acta neuropathologica communications,101610673
10.1371/journal.pone.0206118,"Apolipoprotein E, cognitive function, and cognitive decline among older Taiwanese adults",2018.0,"Apolipoprotein E (APOE) genotype is believed to play a role in the onset of 
       dementia, though less is known about its relationship with non-pathogenic 
       age-related cognitive decline. We assessed whether APOE was a risk factor for 
       cognitive decline among older Taiwanese adults using nationally representative 
       data. General cognition was measured longitudinally over eleven years; 
       domain-specific cognitive assessments of working memory, declarative learning and 
       three aspects of attention (executive function, alerting, and orientation) were 
