Title,Abstract,PMID,PMCID,DOI,Cited Number
scNPF: an integrative framework assisted by network propagation and network fusion for preprocessing of single-cell RNA-seq data,"Background:Single-cell RNA-sequencing (scRNA-seq) is fast becoming a powerful tool for profiling genome-scale transcriptomes of individual cells and capturing transcriptome-wide cell-to-cell variability. However, scRNA-seq technologies suffer from high levels of technical noise and variability, hindering reliable quantification of lowly and moderately expressed genes. Since most downstream analyses on scRNA-seq, such as cell type clustering and differential expression analysis, rely on the gene-cell expression matrix, preprocessing of scRNA-seq data is a critical preliminary step in the analysis of scRNA-seq data.Results:We presented scNPF, an integrative scRNA-seq preprocessing framework assisted by network propagation and network fusion, for recovering gene expression loss, correcting gene expression measurements, and learning similarities between cells. scNPF leverages the context-specific topology inherent in the given data and the priori knowledge derived from publicly available molecular gene-gene interaction networks to augment gene-gene relationships in a data driven manner. We have demonstrated the great potential of scNPF in scRNA-seq preprocessing for accurately recovering gene expression values and learning cell similarity networks. Comprehensive evaluation of scNPF across a wide spectrum of scRNA-seq data sets showed that scNPF achieved comparable or higher performance than the competing approaches according to various metrics of internal validation and clustering accuracy. We have made scNPF an easy-to-use R package, which can be used as a versatile preprocessing plug-in for most existing scRNA-seq analysis pipelines or tools.Conclusions:scNPF is a universal tool for preprocessing of scRNA-seq data, which jointly incorporates the global topology of priori interaction networks and the context-specific information encapsulated in the scRNA-seq data to capture both shared and complementary knowledge from diverse data sources. scNPF could be used to recover gene signatures and learn cell-to-cell similarities from emerging scRNA-seq data to facilitate downstream analyses such as dimension reduction, cell type clustering, and visualization.",31068142,PMC6505295,10.1186/s12864-019-5747-5,4
Tutorial: guidelines for the computational analysis of single-cell RNA sequencing data,"Single-cell RNA sequencing (scRNA-seq) is a popular and powerful technology that allows you to profile the whole transcriptome of a large number of individual cells. However, the analysis of the large volumes of data generated from these experiments requires specialized statistical and computational methods. Here we present an overview of the computational workflow involved in processing scRNA-seq data. We discuss some of the most common tasks and the tools available for addressing central biological questions. In this article and our companion website ( https://scrnaseq-course.cog.sanger.ac.uk/website/index.html ), we provide guidelines regarding best practices for performing computational analyses. This tutorial provides a hands-on guide for experimentalists interested in analyzing their data as well as an overview for bioinformaticians seeking to develop new computational methods.",33288955,,10.1038/s41596-020-00409-w,111
Comparison of optimized methodologies for isolating nuclei from esophageal tissue,"Single-nuclei RNA sequencing allows single cell-based analysis in frozen tissue, ameliorating cell recovery biases associated with enzymatic dissociation methods. The authors present two optimized methods for isolating and sequencing nuclei from esophageal tissue using a commercial EZ and citric acid (CA)-based method. Despite high endogenous RNase activity, these protocols produced libraries of expected fragment length (average length EZ: 745 bp; CA: 1232 bp) with comparable complexity (median Transcript/Gene number, EZ: 496/254; CA: 483/256). CA nuclei showed a higher proportion of ribosomal gene reads, potentially reflecting co-isolation of nuclei and adherent ribosomes. The authors identified 11 cell lineages in the combined datasets, with differences in cell type recovery between the two methods, providing utility dependent on experimental needs.",35152705,,10.2144/btn-2021-0036,1
Single-Cell RNA Sequencing Resolves Spatiotemporal Development of Pre-thymic Lymphoid Progenitors and Thymus Organogenesis in Human Embryos,"Generation of the first T lymphocytes in the human embryo involves the emergence, migration, and thymus seeding of lymphoid progenitors together with concomitant thymus organogenesis, which is the initial step to establish the entire adaptive immune system. However, the cellular and molecular programs regulating this process remain unclear. We constructed a single-cell transcriptional landscape of human early T lymphopoiesis by using cells from multiple hemogenic and hematopoietic sites spanning embryonic and fetal stages. Among heterogenous early thymic progenitors, one subtype shared common features with a subset of lymphoid progenitors in fetal liver that are known as thymus-seeding progenitors. Unbiased bioinformatics analysis identified a distinct type of pre-thymic lymphoid progenitors in the aorta-gonad-mesonephros (AGM) region. In parallel, we investigated thymic epithelial cell development and potential cell-cell interactions during thymus organogenesis. Together, our data provide insights into human early T lymphopoiesis that prospectively direct T lymphocyte regeneration, which might lead to development of clinical applications.",31604687,,10.1016/j.immuni.2019.09.008,63
"A Simple, Quick, and Partially Automated Protocol for the Isolation of Single Nuclei from Frozen Mammalian Tissues for Single Nucleus Sequencing","Single-cell and single-nucleus RNA sequencing have become common laboratory applications due to the wealth of transcriptomic information that they provide. Single nucleus RNA sequencing, particularly, is useful for investigating gene expression in difficult-to-dissociate tissues. Furthermore, this approach is also compatible with frozen (archival) material. Here, we describe a protocol to isolate high-quality single nuclei from frozen mammalian tissues for downstream single nucleus RNA sequencing in a partially-automated manner using commercially available instruments and reagents. Specifically, a robotic dissociator is used to automate and standardize tissue homogenization, followed by an optimized chemical gradient to filter the nuclei. Lastly, we accurately and automatically count the nuclei using an automated fluorescent cell counter. The performance of this protocol is demonstrated on mouse brain, rat kidney, and cynomolgus liver and spleen tissue. This protocol is straightforward, rapid, and readily adaptable to various mammalian tissues without requiring extensive optimization and provides good quality nuclei for downstream single nuclei RNA sequencing.",37578260,,10.3791/65611,1
Single-Cell Transcriptomics of Immune Cells: Cell Isolation and cDNA Library Generation for scRNA-Seq,"Single-cell RNA-sequencing (scRNA-seq) enables a comprehensive analysis of the transcriptome of individual cells by next-generation sequencing. ScRNA-seq offers an unbiased approach to investigate the cellular heterogeneity and dynamics of diverse biological systems, including the immune system. Optimization of the technical procedures performed prior to RNA-seq analysis is imperative to the success of a scRNA-seq experiment. Here, three major experimental procedures are described: (1) the isolation of immune CD8a+T cells from primary murine tissue, (2) the generation of single-cell cDNA libraries using the 10× Genomics Chromium Controller and the Chromium Single Cell 3' Solution, and (3) cDNA library quality control. In this protocol, CD8a+T cells are isolated from murine spleen tissue, but any cell type of interest can be enriched and used for single-cell cDNA library generation and subsequent RNA-seq experiments.",32808214,,10.1007/978-1-0716-0802-9_1,0
Single-nucleus RNA sequencing of developing superior colliculus identifies neuronal diversity and candidate mediators of circuit assembly,"The superior colliculus (SC) is a sensorimotor structure in the midbrain that integrates input from multiple sensory modalities to initiate motor commands. It undergoes well-characterized steps of circuit assembly during development, rendering the mouse SC a popular model to study establishment of neural connectivity. Here we perform single-nucleus RNA-sequencing analysis of the mouse SC isolated at various developmental time points. Our study provides a transcriptomic landscape of the cell types that comprise the SC across murine development with particular emphasis on neuronal heterogeneity. We report a repertoire of genes differentially expressed across the different postnatal ages, many of which are known to regulate axon guidance and synapse formation. Using these data, we find that Pax7 expression is restricted to a subset of GABAergic neurons. Our data provide a valuable resource for interrogating the mechanisms of circuit development and identifying markers for manipulating specific SC neuronal populations and circuits.",37624694,PMC10592058,10.1016/j.celrep.2023.113037,1
A reference single-cell transcriptomic atlas of human skeletal muscle tissue reveals bifurcated muscle stem cell populations,"Single-cell RNA-sequencing (scRNA-seq) facilitates the unbiased reconstruction of multicellular tissue systems in health and disease. Here, we present a curated scRNA-seq dataset of human muscle samples from 10 adult donors with diverse anatomical locations. We integrated ~ 22,000 single-cell transcriptomes using Scanorama to account for technical and biological variation and resolved 16 distinct populations of muscle-resident cells using unsupervised clustering of the data compendium. These cell populations included muscle stem/progenitor cells (MuSCs), which bifurcated into discrete ""quiescent"" and ""early-activated"" MuSC subpopulations. Differential expression analysis identified transcriptional profiles altered in the activated MuSCs including genes associated with aging, obesity, diabetes, and impaired muscle regeneration, as well as long non-coding RNAs previously undescribed in human myogenic cells. Further, we modeled ligand-receptor cell-communication interactions and observed enrichment of the TWEAK-FN14 pathway in activated MuSCs, a characteristic signature of muscle wasting diseases. In contrast, the quiescent MuSCs have enhanced expression of the EGFR receptor, a recognized human MuSC marker. This work provides a new benchmark reference resource to examine human muscle tissue heterogeneity and identify potential targets in MuSC diversity and dysregulation in disease contexts.",32624006,PMC7336639,10.1186/s13395-020-00236-3,76
In situ 10-cell RNA sequencing in tissue and tumor biopsy samples,"Single-cell transcriptomic methods classify new and existing cell types very effectively, but alternative approaches are needed to quantify the individual regulatory states of cells in their native tissue context. We combined the tissue preservation and single-cell resolution of laser capture with an improved preamplification procedure enabling RNA sequencing of 10 microdissected cells. This in situ 10-cell RNA sequencing (10cRNA-seq) can exploit fluorescent reporters of cell type in genetically engineered mice and is compatible with freshly cryoembedded clinical biopsies from patients. Through recombinant RNA spike-ins, we estimate dropout-free technical reliability as low as ~250 copies and a 50% detection sensitivity of ~45 copies per 10-cell reaction. By using small pools of microdissected cells, 10cRNA-seq improves technical per-cell reliability and sensitivity beyond existing approaches for single-cell RNA sequencing (scRNA-seq). Detection of low-abundance transcripts by 10cRNA-seq is comparable to random 10-cell groups of scRNA-seq data, suggesting no loss of gene recovery when cells are isolated in situ. Combined with existing approaches to deconvolve small pools of cells, 10cRNA-seq offers a reliable, unbiased, and sensitive way to measure cell-state heterogeneity in tissues and tumors.",30894605,PMC6426952,10.1038/s41598-019-41235-9,16
Decoding hereditary spastic paraplegia pathogenicity through transcriptomic profiling,"Hereditary spastic paraplegia (HSP) is a group of genetic motor neuron diseases resulting from length-dependent axonal degeneration of the corticospinal upper motor neurons. Due to the advancement of next-generation sequencing, more than 70 novel HSP disease-causing genes have been identified in the past decade. Despite this, our understanding of HSP physiopathology and the development of efficient management and treatment strategies remain poor. One major challenge in studying HSP pathogenicity is selective neuronal vulnerability, characterized by the manifestation of clinical symptoms that are restricted to specific neuronal populations, despite the presence of germline disease-causing variants in every cell of the patient. Furthermore, disease genes may exhibit ubiquitous expression patterns and involve a myriad of different pathways to cause motor neuron degeneration. In the current review, we explore the correlation between transcriptomic data and clinical manifestations, as well as the importance of interspecies models by comparing tissue-specific transcriptomic profiles of humans and mice, expression patterns of different genes in the brain during development, and single-cell transcriptomic data from related tissues. Furthermore, we discuss the potential of emerging single-cell RNA sequencing technologies to resolve unanswered questions related to HSP pathogenicity.",37161652,PMC10236304,10.24272/j.issn.2095-8137.2022.281,1
Harnessing Single-Cell RNA Sequencing to Better Understand How Diseased Cells Behave the Way They Do in Cardiovascular Disease,"The transition of healthy arteries and cardiac valves into dense, cell-rich, calcified, and fibrotic tissues is driven by a complex interplay of both cellular and molecular mechanisms. Specific cell types in these cardiovascular tissues become activated following the exposure to systemic stimuli including circulating lipoproteins or inflammatory mediators. This activation induces multiple cascades of events where changes in cell phenotypes and activation of certain receptors may trigger multiple pathways and specific alterations to the transcriptome. Modifications to the transcriptome and proteome can give rise to pathological cell phenotypes and trigger mechanisms that exacerbate inflammation, proliferation, calcification, and recruitment of resident or distant cells. Accumulating evidence suggests that each cell type involved in vascular and valvular diseases is heterogeneous. Single-cell RNA sequencing is a transforming medical research tool that enables the profiling of the unique fingerprints at single-cell levels. Its applications have allowed the construction of cell atlases including the mammalian heart and tissue vasculature and the discovery of new cell types implicated in cardiovascular disease. Recent advances in single-cell RNA sequencing have facilitated the identification of novel resident cell populations that become activated during disease and has allowed tracing the transition of healthy cells into pathological phenotypes. Furthermore, single-cell RNA sequencing has permitted the characterization of heterogeneous cell subpopulations with unique genetic profiles in healthy and pathological cardiovascular tissues. In this review, we highlight the latest groundbreaking research that has improved our understanding of the pathological mechanisms of atherosclerosis and future directions for calcific aortic valve disease.",33327741,PMC8105278,10.1161/ATVBAHA.120.314776,17
Single-cell transcriptomics of the goldfish retina reveals genetic divergence in the asymmetrically evolved subgenomes after allotetraploidization,"The recent whole-genome duplication (WGD) in goldfish (Carassius auratus) approximately 14 million years ago makes it a valuable model for studying gene evolution during the early stages after WGD. We analyzed the transcriptome of the goldfish retina at the level of single-cell (scRNA-seq) and open chromatin regions (scATAC-seq). We identified a group of genes that have undergone dosage selection, accounting for 5% of the total 11,444 ohnolog pairs. We also identified 306 putative sub/neo-functionalized ohnolog pairs that are likely to be under cell-type-specific genetic variation at single-cell resolution. Diversification in the expression patterns of several ohnolog pairs was observed in the retinal cell subpopulations. The single-cell level transcriptome analysis in this study uncovered the early stages of evolution in retinal cell of goldfish after WGD. Our results provide clues for understanding the relationship between the early stages of gene evolution after WGD and the evolution of diverse vertebrate retinal functions.",36572749,PMC9792465,10.1038/s42003-022-04351-3,2
CellDepot: A Unified Repository for scRNA-seq Data and Visual Exploration,"CellDepot containing over 270 datasets from 8 species and many tissues serves as an integrated web application to empower scientists in exploring single-cell RNA-seq (scRNA-seq) datasets and comparing the datasets among various studies through a user-friendly interface with advanced visualization and analytical capabilities. To begin with, it provides an efficient data management system that users can upload single cell datasets and query the database by multiple attributes such as species and cell types. In addition, the graphical multi-logic, multi-condition query builder and convenient filtering tool backed by MySQL database system, allows users to quickly find the datasets of interest and compare the expression of gene(s) across these. Moreover, by embedding the cellxgene VIP tool, CellDepot enables fast exploration of individual dataset in the manner of interactivity and scalability to gain more refined insights such as cell composition, gene expression profiles, and differentially expressed genes among cell types by leveraging more than 20 frequently applied plotting functions and high-level analysis methods in single cell research. In summary, the web portal available at http://celldepot.bxgenomics.com, prompts large scale single cell data sharing, facilitates meta-analysis and visualization, and encourages scientists to contribute to the single-cell community in a tractable and collaborative way. Finally, CellDepot is released as open-source software under MIT license to motivate crowd contribution, broad adoption, and local deployment for private datasets.",34971674,,10.1016/j.jmb.2021.167425,3
Multi-organ single-cell transcriptomics of immune cells uncovered organ-specific gene expression and functions,"Despite the wealth of publicly available single-cell datasets, our understanding of distinct resident immune cells and their unique features in diverse human organs remains limited. To address this, we compiled a meta-analysis dataset of 114,275 CD45+ immune cells sourced from 14 organs in healthy donors. While the transcriptome of immune cells remains relatively consistent across organs, our analysis has unveiled organ-specific gene expression differences (GTPX3 in kidney, DNTT and ACVR2B in thymus). These alterations are linked to different transcriptional factor activities and pathways including metabolism. TNF-α signaling through the NFkB pathway was found in several organs and immune compartments. The presence of distinct expression profiles for NFkB family genes and their target genes, including cytokines, underscores their pivotal role in cell positioning. Taken together, immune cells serve a dual role: safeguarding the organs and dynamically adjusting to the intricacies of the host organ environment, thereby actively contributing to its functionality and overall homeostasis.",38538617,PMC10973478,10.1038/s41597-024-03152-z,0
SHARP: hyperfast and accurate processing of single-cell RNA-seq data via ensemble random projection,"To process large-scale single-cell RNA-sequencing (scRNA-seq) data effectively without excessive distortion during dimension reduction, we present SHARP, an ensemble random projection-based algorithm that is scalable to clustering 10 million cells. Comprehensive benchmarking tests on 17 public scRNA-seq data sets show that SHARP outperforms existing methods in terms of speed and accuracy. Particularly, for large-size data sets (more than 40,000 cells), SHARP runs faster than other competitors while maintaining high clustering accuracy and robustness. To the best of our knowledge, SHARP is the only R-based tool that is scalable to clustering scRNA-seq data with 10 million cells.",31992615,PMC7050522,10.1101/gr.254557.119,30
Multi-species single-cell transcriptomic analysis of ocular compartment regulons,"The retina is a widely profiled tissue in multiple species by single-cell RNA sequencing studies. However, integrative research of the retina across species is lacking. Here, we construct the first single-cell atlas of the human and porcine ocular compartments and study inter-species differences in the retina. In addition to that, we identify putative adult stem cells present in the iris tissue. We also create a disease map of genes involved in eye disorders across compartments of the eye. Furthermore, we probe the regulons of different cell populations, which include transcription factors and receptor-ligand interactions and reveal unique directional signalling between ocular cell types. In addition, we study conservation of regulons across vertebrates and zebrafish to identify common core factors. Here, we show perturbation of KLF7 gene expression during retinal ganglion cells differentiation and conclude that it plays a significant role in the maturation of retinal ganglion cells.",34584087,PMC8478974,10.1038/s41467-021-25968-8,38
Single-Cell Transcriptomics of a Human Kidney Allograft Biopsy Specimen Defines a Diverse Inflammatory Response,"BackgroundSingle-cell genomics techniques are revolutionizing our ability to characterize complex tissues. By contrast, the techniques used to analyze renal biopsy specimens have changed little over several decades. We tested the hypothesis that single-cell RNA-sequencing can comprehensively describe cell types and states in a human kidney biopsy specimen.MethodsWe generated 8746 single-cell transcriptomes from a healthy adult kidney and a single kidney transplant biopsy core by single-cell RNA-sequencing. Unsupervised clustering analysis of the biopsy specimen was performed to identify 16 distinct cell types, including all of the major immune cell types and most native kidney cell types, in this biopsy specimen, for which the histologic read was mixed rejection.ResultsMonocytes formed two subclusters representing a nonclassical CD16+ group and a classic CD16- group expressing dendritic cell maturation markers. The presence of both monocyte cell subtypes was validated by staining of independent transplant biopsy specimens. Comparison of healthy kidney epithelial transcriptomes with biopsy specimen counterparts identified novel segment-specific proinflammatory responses in rejection. Endothelial cells formed three distinct subclusters: resting cells and two activated endothelial cell groups. One activated endothelial cell group expressed Fc receptor pathway activation and Ig internalization genes, consistent with the pathologic diagnosis of antibody-mediated rejection. We mapped previously defined genes that associate with rejection outcomes to single cell types and generated a searchable online gene expression database.ConclusionsWe present the first step toward incorporation of single-cell transcriptomics into kidney biopsy specimen interpretation, describe a heterogeneous immune response in mixed rejection, and provide a searchable resource for the scientific community.",29980650,PMC6065085,10.1681/ASN.2018020125,183
Benchmarking mapping algorithms for cell-type annotating in mouse brain by integrating single-nucleus RNA-seq and Stereo-seq data,"Limited gene capture efficiency and spot size of spatial transcriptome (ST) data pose significant challenges in cell-type characterization. The heterogeneity and complexity of cell composition in the mammalian brain make it more challenging to accurately annotate ST data from brain. Many algorithms attempt to characterize subtypes of neuron by integrating ST data with single-nucleus RNA sequencing (snRNA-seq) or single-cell RNA sequencing. However, assessing the accuracy of these algorithms on Stereo-seq ST data remains unresolved. Here, we benchmarked 9 mapping algorithms using 10 ST datasets from four mouse brain regions in two different resolutions and 24 pseudo-ST datasets from snRNA-seq. Both actual ST data and pseudo-ST data were mapped using snRNA-seq datasets from the corresponding brain regions as reference data. After comparing the performance across different areas and resolutions of the mouse brain, we have reached the conclusion that both robust cell-type decomposition and SpatialDWLS demonstrated superior robustness and accuracy in cell-type annotation. Testing with publicly available snRNA-seq data from another sequencing platform in the cortex region further validated our conclusions. Altogether, we developed a workflow for assessing suitability of mapping algorithm that fits for ST datasets, which can improve the efficiency and accuracy of spatial data annotation.",38796691,PMC11128029,10.1093/bib/bbae250,0
Ontogeny and Biology of Human Small Airway Epithelial Club Cells,"Rationale:Little is known about human club cells, dome-shaped cells with dense cytoplasmic granules and microvilli that represent the major secretory cells of the human small airways (at least sixth-generation bronchi).Objectives:To define the ontogeny and biology of the human small airway epithelium club cell.Methods:The small airway epithelium was sampled from the normal human lung by bronchoscopy and brushing. Single-cell transcriptome analysis and air-liquid interface culture were used to assess club cell ontogeny and biology.Measurements and main results:We identified the club cell population by unbiased clustering using single-cell transcriptome sequencing. Principal component gradient analysis uncovered an ontologic link between KRT5 (keratin 5)+basal cells and SCGB1A1 (secretoglobin family 1A member 1)+club cells, a hypothesis verified by demonstrating in vitro that a pure population of human KRT5+SCGB1A1-small airway epithelial basal cells differentiate into SCGB1A1+KRT5-club cells on air-liquid interface culture. Using SCGB1A1 as the marker of club cells, the single-cell analysis identified novel roles for these cells in host defense, xenobiotic metabolism, antiprotease, physical barrier function, monogenic lung disorders, and receptors for human viruses.Conclusions:These observations provide novel insights into the molecular phenotype and biologic functions of the human club cell population and identify basal cells as the human progenitor cells for club cells.",29874100,PMC6290945,10.1164/rccm.201710-2107OC,51
Negative regulation of angiogenesis and the MAPK pathway may be a shared biological pathway between IS and epilepsy,"Ischemia stroke and epilepsy are two neurological diseases that have significant patient and societal burden, with similar symptoms of neurological deficits. However, the underlying mechanism of their co-morbidity are still unclear. In this study, we performed a combined analysis of six gene expression profiles (GSE58294, GSE22255, GSE143272, GSE88723, GSE163654, and GSE174574) to reveal the common mechanisms of IS and epilepsy. In the mouse datasets, 74 genes were co-upregulated and 7 genes were co-downregulated in the stroke and epilepsy groups. Further analysis revealed that the co-expressed differentially expressed genes (DEGs) were involved in negative regulation of angiogenesis and the MAPK signaling pathway, and this was verified by Gene Set Enrichment Analysis of human datasets and single cell RNA sequence of middle cerebral artery occlusion mice. In addition, combining DEGs of human and mouse, PTGS2, TMCC3, KCNJ2, and GADD45B were identified as cross species conserved hub genes. Meanwhile, molecular docking results revealed that trichostatin A and valproic acid may be potential therapeutic drugs. In conclusion, to our best knowledge, this study conducted the first comorbidity analysis of epilepsy and ischemic stroke to identify the potential common pathogenic mechanisms and drugs. The findings may provide an important reference for the further studies on post-stroke epilepsy.",37792772,PMC10550183,10.1371/journal.pone.0286426,0
A single-cell transcriptome atlas profiles early organogenesis in human embryos,"The early window of human embryogenesis is largely a black box for developmental biologists. Here we probed the cellular diversity of 4-6 week human embryos when essentially all organs are just laid out. On the basis of over 180,000 single-cell transcriptomes, we generated a comprehensive atlas of 313 clusters in 18 developmental systems, which were annotated with a collection of ontology and markers from 157 publications. Together with spatial transcriptome on embryonic sections, we characterized the molecule and spatial architecture of previously unappreciated cell types. Combined with data from other vertebrates, the rich information shed light on spatial patterning of axes, systemic temporal regulation of developmental progression and potential human-specific regulation. Our study provides a compendium of early progenitor cells of human organs, which can serve as the root of lineage analysis in organogenesis.",36928764,,10.1038/s41556-023-01108-w,15
Deep sequencing reveals cell-type-specific patterns of single-cell transcriptome variation,"Background:Differentiation of metazoan cells requires execution of different gene expression programs but recent single-cell transcriptome profiling has revealed considerable variation within cells of seeming identical phenotype. This brings into question the relationship between transcriptome states and cell phenotypes. Additionally, single-cell transcriptomics presents unique analysis challenges that need to be addressed to answer this question.Results:We present high quality deep read-depth single-cell RNA sequencing for 91 cells from five mouse tissues and 18 cells from two rat tissues, along with 30 control samples of bulk RNA diluted to single-cell levels. We find that transcriptomes differ globally across tissues with regard to the number of genes expressed, the average expression patterns, and within-cell-type variation patterns. We develop methods to filter genes for reliable quantification and to calibrate biological variation. All cell types include genes with high variability in expression, in a tissue-specific manner. We also find evidence that single-cell variability of neuronal genes in mice is correlated with that in rats consistent with the hypothesis that levels of variation may be conserved.Conclusions:Single-cell RNA-sequencing data provide a unique view of transcriptome function; however, careful analysis is required in order to use single-cell RNA-sequencing measurements for this purpose. Technical variation must be considered in single-cell RNA-sequencing studies of expression variation. For a subset of genes, biological variability within each cell type appears to be regulated in order to perform dynamic functions, rather than solely molecular noise.",26056000,PMC4480509,10.1186/s13059-015-0683-4,49
Novel Approach for Pancreas Transcriptomics Reveals the Cellular Landscape in Homeostasis and Acute Pancreatitis,"Background & aims:Acinar cells produce digestive enzymes that impede transcriptomic characterization of the exocrine pancreas. Thus, single-cell RNA-sequencing studies of the pancreas underrepresent acinar cells relative to histological expectations, and a robust approach to capture pancreatic cell responses in disease states is needed. We sought to innovate a method that overcomes these challenges to accelerate study of the pancreas in health and disease.Methods:We leverage FixNCut, a single-cell RNA-sequencing approach in which tissue is reversibly fixed with dithiobis(succinimidyl propionate) before dissociation and single-cell preparation. We apply FixNCut to an established mouse model of acute pancreatitis, validate findings using GeoMx whole transcriptome atlas profiling, and integrate our data with prior studies to compare our method in both mouse and human pancreas datasets.Results:FixNCut achieves unprecedented definition of challenging pancreatic cells, including acinar and immune populations in homeostasis and acute pancreatitis, and identifies changes in all major cell types during injury and recovery. We define the acinar transcriptome during homeostasis and acinar-to-ductal metaplasia and establish a unique gene set to measure deviation from normal acinar identity. We characterize pancreatic immune cells, and analysis of T-cell subsets reveals a polarization of the homeostatic pancreas toward type-2 immunity. We report immune responses during acute pancreatitis and recovery, including early neutrophil infiltration, expansion of dendritic cell subsets, and a substantial shift in the transcriptome of macrophages due to both resident macrophage activation and monocyte infiltration.Conclusions:FixNCut preserves pancreatic transcriptomes to uncover novel cell states during homeostasis and following pancreatitis, establishing a broadly applicable approach and reference atlas for study of pancreas biology and disease.",38325760,,10.1053/j.gastro.2024.01.043,0
Single-cell transcriptomics dissects the transcriptome alterations of hematopoietic stem cells in myelodysplastic neoplasms,"Background:Myelodysplastic neoplasms (MDS) are myeloid neoplasms characterized by disordered differentiation of hematopoietic stem cells and a predisposition to acute myeloid leukemia (AML). The underline pathogenesis remains unclear.Methods:In this study, the trajectory of differentiation and mechanisms of leukemic transformation were explored through bioinformatics analysis of single-cell RNA-Seq data from hematopoietic stem and progenitor cells (HSPCs) in MDS patients.Results:Among the HSPC clusters, the proportion of common myeloid progenitor (CMP) was the main cell cluster in the patients with excess blasts (EB)/ secondary AML. Cell cycle analysis indicated the CMP of MDS patients were in an active proliferative state. The genes involved in the cell proliferation, such as MAML3 and PLCB1, were up-regulated in MDS CMP. Further validation analysis indicated that the expression levels of MAML3 and PLCB1 in patients with MDS-EB were significantly higher than those without EB. Patients with high expression of PLCB1 had a higher risk of transformation to AML. PLCB1 inhibitor can suppress proliferation, induce cell cycle arrest, and activate apoptosis of leukemic cells in vitro.Conclusion:This study revealed the transcriptomic change of HSPCs in MDS patients along the pseudotime and indicated that PLCB1 plays a key role in the transformation of MDS into leukemia.",38632656,PMC11022353,10.1186/s12967-024-05165-z,0
Deciphering Brain Complexity Using Single-cell Sequencing,"The human brain contains billions of highly differentiated and interconnected cells that form intricate neural networks and collectively control the physical activities and high-level cognitive functions, such as memory, decision-making, and social behavior. Big data is required to decipher the complexity of cell types, as well as connectivity and functions of the brain. The newly developed single-cell sequencing technology, which provides a comprehensive landscape of brain cell type diversity by profiling the transcriptome, genome, and/or epigenome of individual cells, has contributed substantially to revealing the complexity and dynamics of the brain and providing new insights into brain development and brain-related disorders. In this review, we first introduce the progresses in both experimental and computational methods of single-cell sequencing technology. Applications of single-cell sequencing-based technologies in brain research, including cell type classification, brain development, and brain disease mechanisms, are then elucidated by representative studies. Lastly, we provided our perspectives into the challenges and future developments in the field of single-cell sequencing. In summary, this mini review aims to provide an overview of how big data generated from single-cell sequencing have empowered the advancements in neuroscience and shed light on the complex problems in understanding brain functions and diseases.",31586689,PMC6943771,10.1016/j.gpb.2018.07.007,34
Molecularly defined and spatially resolved cell atlas of the whole mouse brain,"In mammalian brains, millions to billions of cells form complex interaction networks to enable a wide range of functions. The enormous diversity and intricate organization of cells have impeded our understanding of the molecular and cellular basis of brain function. Recent advances in spatially resolved single-cell transcriptomics have enabled systematic mapping of the spatial organization of molecularly defined cell types in complex tissues1-3, including several brain regions (for example, refs.1-11). However, a comprehensive cell atlas of the whole brain is still missing. Here we imaged a panel of more than 1,100 genes in approximately 10 million cells across the entire adult mouse brains using multiplexed error-robust fluorescence in situ hybridization12and performed spatially resolved, single-cell expression profiling at the whole-transcriptome scale by integrating multiplexed error-robust fluorescence in situ hybridization and single-cell RNA sequencing data. Using this approach, we generated a comprehensive cell atlas of more than 5,000 transcriptionally distinct cell clusters, belonging to more than 300 major cell types, in the whole mouse brain with high molecular and spatial resolution. Registration of this atlas to the mouse brain common coordinate framework allowed systematic quantifications of the cell-type composition and organization in individual brain regions. We further identified spatial modules characterized by distinct cell-type compositions and spatial gradients featuring gradual changes of cells. Finally, this high-resolution spatial map of cells, each with a transcriptome-wide expression profile, allowed us to infer cell-type-specific interactions between hundreds of cell-type pairs and predict molecular (ligand-receptor) basis and functional implications of these cell-cell interactions. These results provide rich insights into the molecular and cellular architecture of the brain and a foundation for functional investigations of neural circuits and their dysfunction in health and disease.",38092912,PMC10719103,10.1038/s41586-023-06808-9,27
"Integrating single-cell transcriptomic data across different conditions, technologies, and species","Computational single-cell RNA-seq (scRNA-seq) methods have been successfully applied to experiments representing a single condition, technology, or species to discover and define cellular phenotypes. However, identifying subpopulations of cells that are present across multiple data sets remains challenging. Here, we introduce an analytical strategy for integrating scRNA-seq data sets based on common sources of variation, enabling the identification of shared populations across data sets and downstream comparative analysis. We apply this approach, implemented in our R toolkit Seurat (http://satijalab.org/seurat/), to align scRNA-seq data sets of peripheral blood mononuclear cells under resting and stimulated conditions, hematopoietic progenitors sequenced using two profiling technologies, and pancreatic cell 'atlases' generated from human and mouse islets. In each case, we learn distinct or transitional cell states jointly across data sets, while boosting statistical power through integrated analysis. Our approach facilitates general comparisons of scRNA-seq data sets, potentially deepening our understanding of how distinct cell states respond to perturbation, disease, and evolution.",29608179,PMC6700744,10.1038/nbt.4096,4927
